depth_input,R09
13.01,-0.225794317
13.51,-0.213492999
14.01,-0.093431174
14.51,0.385209232
15.01,0.559687888
15.51,-0.138034539
16.01,-0.118477134
16.51,-0.081148427
17.01,0.020639576
17.51,-0.125338678
18.01,0.176617375
18.51,0.17944212
19.01,0.432238485
19.51,0.485286947
20.01,0.690053691
20.51,0.582362174
21.01,1.607485359
21.51,1.047391908
22.01,0.867888934
22.51,0.712442071
23,0.275891249
0.51,-0.9545188
1.01,-0.626822664
1.51,-0.56832634
2.01,-0.282629165
2.51,-0.46758854
3.01,-0.056811689
3.51,-0.174530205
4.01,-0.116872021
4.51,-0.109231641
5.01,-0.088695401
5.51,-0.165682458
6.01,-0.166964559
6.51,0.030248879
7.01,0.017169682
7.51,-0.088538118
8.01,0.20547541
8.51,0.13354435
9.01,0.199905844
9.51,0.27283569
10.01,0.317941696
10.51,-0.214858374
11.01,0.297376944
11.51,0.27170788
12.01,0.345365184
12.51,0.140121424
13.01,0.227144982
13.51,0.299859729
14.01,0.370723862
14.51,0.250279619
15.01,0.431642235
15.51,0.27838096
16.01,0.602070538
16.51,0.380553354
17.01,0.355726116
17.51,0.333019937
18.01,0.459591412
18.51,0.332128925
19.01,0.293502278
19.51,0.473760321
20,0.665816055
0.1,-0.662779234
0.5,0.087915605
1,0.342859708
1.5,0.332567884
2,0.06900433
2.5,-0.237864066
3,0.02211243
3.5,-0.022532352
4,-0.2742561
4.5,-0.076379523
5,0.206659326
5.5,-0.011284529
6,0.202991797
6.5,0.228839839
7,0.267472768
7.5,0.368460505
8,0.243575504
8.5,0.100914012
9,0.01866175
9.5,-0.026144636
10,0.09661776
10.5,0.106468847
11,0.086127958
11.5,0.079311522
12,-0.105327343
12.5,-0.097804447
13,0.531928575
13.5,-0.081706052
14,0.349184067
14.5,0.259311929
15,-0.022064017
15.5,0.244974644
16,-0.065685857
16.5,-0.112841585
17,-0.257414651
17.5,-0.127203541
18,0.138639496
18.5,-0.005691168
19,0.187734773
19.5,0.085757487
20,-0.292263077
20.5,-0.053775935
21,0.773796732
21.5,1.11226385
22.5,0.447369547
23,0.896939162
23.5,0.970831166
24,1.30839413
24.5,0.639190245
25,0.741297521
25.5,0.701308352
26,0.581106046
0.51,1.023757107
1.01,1.30943894
1.51,1.247507449
2.01,-0.163422109
2.51,-0.268562549
3.01,-0.651271664
3.51,-0.444961015
4.01,-0.27605823
4.51,-0.441048719
5.01,-0.339371814
5.51,-0.280038642
6.01,-0.197214682
6.51,-0.312875281
7.01,-0.130019386
7.51,-0.206388734
8.01,-0.04053644
8.51,0.036115584
9.01,-0.321472719
9.51,-0.283611564
10.01,0.131539602
10.51,0.370507222
11.01,0.342247642
11.51,0.232854922
12.01,0.099498981
12.51,0.090621489
13.01,0.216421518
13.51,0.299353599
14.01,0.177745595
14.51,0.083986505
15.01,0.078943926
15.51,0.565917121
16.01,0.199378368
16.51,0.189824448
17,0.162980043
0.51,0.246798872
2.01,0.070182332
2.51,0.259271096
3.01,0.174998788
3.51,0.09467511
4.01,0.079080984
4.51,0.343134087
5.01,-0.029896856
5.51,0.009470284
6.01,-0.533205535
6.51,-0.307008733
7.01,-0.39066486
7.51,-0.541634086
8.01,-0.417853222
8.51,-0.25038744
9.01,0.16047212
9.51,-0.087069677
10.01,0.029600936
10.51,0.236880454
11.01,0.234726614
11.51,0.383263625
12.01,0.259426095
12.51,-0.034381546
13.01,-0.122568815
13.51,-0.369651034
14.01,-0.08028672
14.51,0.074454877
15.01,-0.018807695
15.51,-0.032810317
16.01,-0.074453621
16.51,0.12623663
17.01,-0.008038866
17.51,-0.165476521
18.01,0.322591245
18.51,0.090362688
19.01,-0.007360199
19.51,0.055657172
20.01,0.071640604
20.51,0.119893847
21.01,0.411818574
21.51,1.49034197
22.01,0.98291043
22.51,0.457149281
23,1.199970876
1.51,0.170858922
2.01,0.069149376
2.51,0.0369265
3.01,-0.196103149
3.51,-0.172440292
4.01,-0.304204533
4.51,-0.360966561
5.01,-0.225711368
5.51,-0.156578749
6.01,-0.006830894
6.51,0.144076534
7.01,-0.15416253
7.51,-0.343775099
8.01,-0.342806599
8.51,-0.212476081
9.01,-0.192421746
9.51,-0.207048457
10.01,0.679061057
10.51,0.081946826
11.01,0.351257645
11.51,0.370395304
12.01,0.179714824
12.51,0.214355463
13.01,0.247761238
13.51,0.245553097
14.01,0.451023773
14.51,-0.046672759
15.01,-0.043414094
15.51,-0.092466228
16.01,-0.111473576
16.51,-0.248396074
17.01,-0.079477612
17.51,0.376863598
18.01,0.239025868
18.51,0.261033104
19.01,0.352203892
19.51,0.196575144
20.01,0.074339613
20.51,-0.015410518
21.01,0.085622974
21.51,-0.074312581
22.01,-0.218766436
22.51,-0.001019311
23.01,0.487098308
23.51,1.297304783
24.01,0.900835734
24.51,0.93540558
25.01,0.895110115
25.51,0.742186158
26.01,1.089282321
26.51,1.001899244
27.01,0.325055043
27.51,0.128207789
28.01,0.775695883
28.51,0.489219653
29,0.709637947
0.51,-1.301522337
1.01,-1.054671235
1.51,-1.148107169
2.01,-0.282849646
2.51,-0.222652651
3.01,-0.00275122
3.51,0.200089303
4.01,1.055342625
4.51,1.111212099
5.01,1.026013983
5.51,0.785227322
6.01,0.68203906
6.51,0.502303873
7.01,0.51540914
7.51,0.674532838
8.01,0.583677128
8.51,0.510484712
9.01,0.94704119
9.51,0.375534631
10.01,0.14164501
10.51,0.574020332
11.01,0.175179097
11.51,0.171100473
12.01,0.296210052
12.51,0.214766108
13.01,0.248041078
13.51,0.302191825
14.01,0.51957114
14.51,0.354641706
15.01,0.303323375
15.51,0.083560014
16.01,0.592339547
16.51,0.438780266
17.01,0.666235156
17.51,0.701432014
18,0.182521751
0.51,0.154798946
1.01,0.317178734
1.51,0.287771308
2.01,0.144557908
2.51,-0.142711972
3.01,-0.036310398
3.51,0.091236304
4.01,0.003914067
4.51,0.045086976
5.01,0.298768683
5.51,0.207745943
6.01,0.239336735
6.51,0.24294229
7.01,0.162470458
7.51,0.118656063
8.01,0.222795221
8.51,-0.108519653
9.01,-0.17920105
9.51,-0.315473955
10.01,0.648589328
10.51,0.068498016
11.01,0.084249781
11.51,0.322450749
12.01,0.275581556
12.51,-0.125085884
13.01,0.023071227
13.51,-0.006768423
14.01,-0.143260262
14.51,0.05235457
15.01,0.032711325
15.51,-0.122574394
16.01,-0.222663553
16.51,-0.251794775
17.01,-0.06281862
17.51,0.19623272
18.01,0.067805938
18.51,-0.033041524
19.01,-0.064970246
19.51,0.235690584
20.01,0.470725509
20.51,1.09175275
21.01,0.834874104
21.51,0.587953322
22.01,0.849006718
22.51,1.01653165
23.01,0.816821202
23.51,0.597368952
24,0.707537785
0.51,-0.133136744
1.01,0.267628159
1.51,0.035722693
2.01,0.053702692
2.51,0.158657977
3.01,0.227645574
3.51,0.411621426
4.01,0.07512091
4.51,0.348084725
5.01,0.46477114
5.51,0.503225348
6.01,0.132083774
6.51,0.213943455
7.01,0.42279368
7.51,0.429551641
8.01,0.478247735
8.51,0.090238125
9.01,0.374783788
9.51,0.063873078
10.01,0.542807015
10.51,0.261849606
11.01,0.727414507
11.51,0.289697785
12.01,0.162225949
12.51,0.163947006
13.01,0.294006602
13.51,0.340135218
14.01,0.438314569
14.51,0.266013397
15.01,0.585361997
15.51,0.320414744
16.01,0.398329034
16.51,0.350483444
17.01,0.176863869
17.51,0.270675455
18.01,0.35145412
18.51,0.450726395
19.01,0.748705971
19.51,0.577674949
20.01,1.048398135
20.51,0.48496342
21,0.536513278
0.51,-0.309017438
1.01,0.234727883
1.51,0.193973451
2.01,-0.698390494
2.51,-0.621625605
3.01,-0.785802418
3.51,-0.742850756
4.01,0.980120409
4.51,1.033178449
5.01,0.157509849
5.51,0.114702307
6.01,-0.242882471
6.51,0.176589493
7.01,-0.160090797
7.51,-0.016083674
8.01,-0.115962276
8.51,0.021376006
9.01,0.123372544
9.51,0.879499677
10.01,0.734449801
10.51,0.771168683
11.01,0.487165634
11.51,0.633612523
12.01,1.042259516
12.51,0.589629263
13.01,0.394076898
13.51,0.368854244
14.01,0.210204191
14.51,0.354921529
15,0.125968518
0.51,-0.057688658
1.01,-0.072133319
1.51,-0.366705517
2.01,-0.066365106
2.51,-0.112398842
3.01,0.513253592
3.51,0.28810852
4.01,0.331271346
4.51,0.09348095
5.01,0.016160258
5.51,0.138747875
6.01,0.462431221
6.51,-0.203398112
7.01,-0.363730628
7.51,-0.147692514
8.01,1.18209265
8.51,0.752513011
9.01,0.630225464
9.51,0.546747753
10.01,-0.01332944
10.51,0.110217104
11.01,0.34059175
11.51,0.355771036
12.01,0.435575724
12.51,0.146478795
13.01,0.178861796
13.51,0.596276183
14.01,0.650982051
14.51,0.223495374
15.01,0.666691588
15.51,0.457791756
16.01,0.504216148
16.51,0.48636245
17.01,0.376246841
17.51,0.418677571
18.01,0.342690434
18.51,0.116157257
19.01,0.310919753
19.51,0.543529971
20.01,0.23409143
20.51,0.409556718
21.01,0.471201088
21.51,0.544389019
22.01,0.328216291
22.51,0.27367118
23.01,0.276396436
23.51,0.655798061
24,0.823677627
0.51,-0.322028487
1.01,0.088807536
1.51,0.271588755
2.01,-0.866565867
2.51,-0.928921079
3.01,0.14179133
3.51,0.179671939
4.01,-0.096129295
4.51,0.026242553
5.01,-0.10380917
5.51,-0.014085507
6.01,-0.164227533
6.51,-0.271299424
7.01,0.129014429
7.51,0.004993811
8.01,-0.127123262
8.51,-0.202821156
9.01,-0.076899005
9.51,-0.014126238
10.01,-0.194588888
10.51,-0.033206522
11.01,-0.184141348
11.51,-0.049954617
12.01,1.159130932
12.51,1.558695913
13.01,0.50008574
13.51,0.409591111
14.01,0.334420664
14.51,0.306431628
15.01,0.74789826
15.51,0.628413274
16.01,1.213920014
16.51,1.10537357
17.01,0.718898304
17.51,0.850254807
18.01,-0.256415995
18.51,-0.383836265
19,-0.398077867
0.51,0.153931491
1.01,0.582813236
1.51,0.169130599
2.01,-0.041301348
2.51,-0.070313234
3.01,-0.210392491
3.51,-0.325658404
4.01,-0.120175526
4.51,0.111353345
5.01,-0.033615407
5.51,0.357662758
6.01,0.295507585
6.51,0.319720542
7.01,0.823987455
7.51,0.696251338
8.01,0.465504299
8.51,0.637627685
9.01,0.88179208
9.51,0.604710324
10.01,0.297242369
10.51,0.227382622
11.01,0.194624553
11.51,0.262040259
12.01,0.23348188
12.51,0.090151196
13.01,0.237793263
13.51,0.192952167
14.01,0.251884871
14.51,0.194820077
15.01,0.167438484
15.51,0.292894311
16.01,0.344618903
16.51,0.338146874
17.01,0.482821193
17.51,0.821139181
18.01,0.324782148
18.51,-0.000568616
19.01,0.705633877
19.51,0.957081923
20,1.031796252
0.51,0.547704964
1.01,-1.047969519
1.51,0.053093692
2.01,0.091537287
2.51,0.589219067
3.01,0.376547869
3.51,0.290767391
4.01,0.316232125
4.51,0.131643533
5.01,0.604728095
5.51,0.450264015
6.01,0.396400192
7.01,0.360886455
7.51,-0.068811593
8.01,0.456748217
11.51,0.580732142
12.01,0.401655692
12.51,0.243318293
13.01,0.708991628
13.51,0.971385631
14.01,0.632862756
14.51,0.598527905
15,0.522021938
0.51,-0.46318518
1.01,-0.101722743
1.51,-0.116321654
2.01,-0.14450033
2.51,0.093051549
3.01,-0.142686008
3.51,-0.145167208
4.01,-0.052045577
4.51,0.010319353
5.01,0.021071741
5.51,0.076911448
6.01,0.036665683
6.51,0.035708716
7.01,0.064709882
7.51,-0.015384009
8.01,0.123039728
8.51,0.110474516
9.01,0.02794789
9.51,-0.014900306
10.01,0.087495306
10.51,-0.204239159
11.01,0.198523097
11.51,0.967530633
12.01,0.656971759
12.51,-0.265253321
13.01,-0.197618842
13.51,0.131957583
14.01,-0.18016669
14.51,-0.119969247
15.01,-0.1885686
15.51,-0.002605097
16.01,-0.330855391
16.51,0.494103872
17.01,-0.218255402
17.51,0.119151719
18.01,-0.286730362
18.51,-0.197005772
19.01,0.502184847
19.51,0.01689673
20.01,0.274509473
20.51,-0.092878003
21.01,-0.182165835
21.51,-0.098071221
22.01,-0.298059349
22.51,-0.031480789
23.01,-0.040315537
23.51,-0.09078298
24.01,-0.201253979
24.51,-0.086832764
25.01,-0.242169349
25.51,-0.075780928
26.01,-0.065093912
26.51,-0.175064996
27,1.043639005
0.51,-0.474362886
1.01,-0.872094585
1.51,-0.772277708
2.01,-0.109916722
2.51,-0.37374218
3.01,-0.234281639
3.51,0.076887757
4.01,-0.003444636
4.51,-0.302781281
5.01,-0.014428773
5.51,-0.072405966
6.01,-0.087742683
6.51,-0.039787544
7.01,0.119953208
7.51,1.089578306
8.01,-0.213742802
8.51,-0.256856202
9.01,-0.329244708
9.51,-0.104503484
10.01,0.008557633
10.51,-0.238282378
11.01,-0.133954838
11.51,-0.132566948
12.01,-0.326789496
12.51,0.049592895
13.01,0.136519457
13.51,0.278739868
14.01,0.332159533
14.51,0.285289292
15.01,0.379412337
15.51,0.294198382
16.01,0.497067261
16.51,0.443050364
17.01,0.389580408
17.51,0.535309313
18.01,0.47400912
18.51,0.185165425
19,0.311833574
0.51,-0.866458098
1.01,-0.426699995
1.51,-0.364996705
2.01,-0.480955835
2.51,-0.068151792
3.01,-0.146359386
3.51,-0.324621336
4.01,0.097134703
4.51,0.014817034
5.01,-0.170839347
5.51,-0.13248562
6.01,0.801483732
6.51,-0.189938841
7.01,0.037343533
7.51,-0.026052731
8.01,-0.029768492
8.51,0.289409439
9.01,-0.319937042
9.51,-0.097512502
10.01,0.012285842
10.51,-0.156417505
11.01,-0.111361549
11.51,-0.22288203
12.01,0.038017836
12.51,0.152870638
13.01,0.182048675
13.51,0.515211801
14.01,0.087460143
14.51,0.117612075
15.01,0.213949499
15.51,0.055712681
16.01,0.149114166
16.51,0.359758046
17.01,0.143556731
17.51,0.362715405
18.01,0.308328284
18.51,0.291397394
19.01,0.357362179
19.51,0.228490358
20.01,0.473285477
20.51,0.405613555
21.01,0.369516751
21.51,0.986558648
22.01,0.773714118
22.51,0.308973076
23.01,0.258470978
23.51,0.269849546
24.01,0.137582827
24.51,0.564002363
25,0.69560059
0.51,-0.131948208
1.01,0.689447355
1.51,-0.378294165
2.01,-0.152946112
2.51,-0.418008085
3.01,-0.501920442
3.51,-0.075219231
4.01,0.004321002
4.51,-1.261044343
5.01,-0.415660188
5.51,-0.01026878
6.01,0.076011557
6.51,-0.118529013
7.01,0.361155021
7.51,0.253180724
8.01,-0.09168574
8.51,0.075835155
9.01,0.608919923
9.51,0.831198426
10.01,0.450393464
10.51,0.23041103
11.01,0.073343636
11.51,-0.075975118
12.01,0.700468893
12.51,0.275412251
13.01,-0.671617269
13.51,0.427007614
14.01,-0.565124462
14.51,0.552371082
15.01,0.898487756
15.51,0.545734242
16.01,0.355523046
16.51,0.854031903
17.01,0.519029214
17.51,0.237097545
18.01,0.039549629
18.51,0.315295068
19.01,0.158869551
19.51,0.016505923
20.01,0.011061056
20.51,-0.075589982
21.01,-0.067550523
21.51,-0.09863041
22.01,-0.071935105
22.51,-0.131140858
23,-0.204178384
0.51,0.904134947
1.01,-0.691702729
1.51,0.83059761
2.01,0.045507335
2.51,-0.308103964
3.01,-0.307368077
3.51,-0.351686587
4.01,-0.2251737
4.51,-0.235392497
5.01,0.115021248
5.51,-0.093584971
6.01,0.252077488
6.51,0.159161861
7.01,0.201924915
7.51,0.464845781
8.01,0.585504978
8.51,0.286211317
9.01,0.201942138
9.51,0.186995284
10.01,-0.276682621
10.51,-0.308802017
11.01,0.616721541
11.51,-0.095538759
12.01,-0.12725493
12.51,-0.038792021
13.01,-0.108086767
13.51,0.087739716
14.01,0.363411416
14.51,0.002209887
15.01,-0.008022996
15.51,0.151019454
16.01,0.240427586
16.51,0.557909986
17.01,0.36520243
17.51,0.409100408
18.01,0.370188146
18.51,0.176141748
19.01,0.395188056
19.51,0.714770228
20.01,0.640613498
20.51,0.233475641
21,0.424352209
0.51,-0.086864044
1.01,-0.205373025
1.51,0.81551416
2.01,0.090439518
2.51,-0.185497274
3.01,-0.326155418
3.51,0.055197762
4.01,0.227663604
4.51,0.149489856
5.01,0.103862402
5.51,0.484732189
6.01,0.249456795
6.51,0.253934348
7.01,0.019830956
7.51,-0.118581119
8.01,-0.150762687
8.51,-0.04602097
9.01,-0.134560611
9.51,0.145600155
10.01,0.163328734
10.51,0.096510407
11.01,0.122439118
11.51,0.142592147
12.01,-0.146379542
12.51,-0.209350409
13.01,-0.156542273
13.51,0.215429243
14.01,0.005860419
14.51,-0.271757545
15.01,-0.278109627
15.51,0.137813385
16.01,0.267565105
16.51,0.749445232
17.01,0.862760452
17.51,0.492602094
18.01,0.231962631
18.51,0.450457786
19.01,0.454645665
19.51,0.365783306
20.01,0.210244191
20.51,-0.239821042
21.01,-0.00539024
21.51,-0.099667529
22.01,-0.201127254
22.51,-0.145026628
23.01,0.026281234
23.51,-0.16901503
24.01,0.074914232
24.51,0.179650654
25.01,0.272541646
25.51,0.11944113
26.01,-0.050341274
26.51,0.11010215
27.01,0.422979298
27.51,0.050639043
28,0.367981518
0.51,-0.092391268
1.01,0.086497044
1.51,0.179763622
2.01,0.393937769
2.51,-0.237253464
3.01,-0.847394366
3.51,-0.717969002
4.01,-0.061494123
4.51,-0.454210918
5.01,-0.249633517
5.51,0.281111342
6.01,-0.209111711
6.51,0.192429867
7.01,0.247965022
7.51,0.670337253
8.01,0.445697901
8.51,0.200614607
9.01,0.790132687
9.51,0.540661695
10.01,0.06145962
10.51,0.405558294
11.01,0.574566555
11.51,0.436872269
12.01,0.508258315
12.51,0.42674201
13.01,0.582095383
13.51,0.559335723
14.01,0.21662919
14.51,0.447091067
15.01,0.185228078
15.51,0.17036271
16.01,0.265807354
16.51,0.345515534
17.01,0.335337592
17.51,0.544911612
18.01,0.471169805
18.51,0.273930414
19,0.039849756
0.51,-0.6907743
1.01,-0.004097935
1.51,0.023025197
2.01,0.021590432
2.51,-0.054076097
3.01,-0.299476632
3.51,0.222087054
4.01,-0.066087063
4.51,-0.10611119
5.01,-0.062226098
5.51,-0.019003094
6.01,-0.200161098
6.51,0.032067798
7.01,-0.237767426
7.51,-0.055050064
8.01,-0.092410254
8.51,-0.04415655
9.01,-0.115341235
9.51,-0.032979446
10.01,-0.148756001
10.51,-0.195888691
11.01,0.074534574
11.51,0.399072828
12.01,-0.021206479
12.51,-0.065245763
13.01,0.00168225
13.51,-0.003732853
14.01,-0.056042593
14.51,0.017281911
15.01,-0.057619161
15.51,-0.017527676
16.01,-0.131598531
16.51,-0.198997626
17.01,-0.129000076
17.51,-0.153068892
18.01,-0.044658198
18.51,-0.042916367
19.01,0.144068505
19.51,0.0157559
20.01,-0.15919135
20.51,-0.126144467
21.01,-0.149931854
21.51,-0.183762172
22.01,-0.087550347
22.51,-0.111154169
23.01,-0.030522234
23.51,-0.100028093
24.01,-0.175625451
24.51,-0.042298212
25.01,-0.243837629
25.51,-0.139985144
26.01,-0.089542568
26.51,-0.122037562
27.01,0.772589973
27.51,0.401983186
28,0.022586642
0.51,0.264023845
1.01,0.46214622
1.51,0.306075708
2.01,0.383569533
2.51,0.263484221
3.01,0.402736763
3.51,-0.027744106
4.01,0.031542862
4.51,-0.243973742
5.01,-0.12987077
5.51,0.084362994
6.01,0.0792313
6.51,0.152758138
7.01,0.269847384
7.51,0.089315982
8.01,-0.208955273
8.51,-0.055039881
9.01,0.565234699
9.51,0.055056092
10.01,0.063185359
10.51,0.177450439
11.01,0.042543516
11.51,0.252798825
12.01,0.150252251
12.51,0.655900815
13.01,0.282389117
13.51,0.023954172
14.01,0.046673787
14.51,0.51435411
15.01,0.049021756
15.51,0.688014554
16.01,0.885572956
16.51,0.831066686
17.01,0.441323093
17.51,0.416486922
18.01,0.521236928
18.51,0.393149455
19,0.73637266
0.51,0.09672401
1.01,0.068051583
1.51,0.029575145
2.01,-0.431046224
2.51,-0.483337905
3.01,-0.176730879
3.51,0.138412146
4.01,-0.06799047
4.51,-0.012885627
5.01,0.038306791
5.51,0.039981163
6.01,-0.025599935
6.51,0.07161284
7.01,-0.006354255
7.51,0.142893981
8.01,0.110640385
8.51,0.033614966
9.01,0.150522002
9.51,0.183847058
10.01,0.119949134
10.51,0.12019722
11.01,-0.148135206
11.51,-0.076075141
12.01,0.104512158
12.51,0.002497151
13.01,0.059712078
13.51,-0.142187581
14.01,-0.33287388
14.51,-0.12365385
15.01,0.615390406
15.51,-0.121610542
16.01,0.755323142
16.51,-0.077204436
17.01,-0.190330282
17.51,0.219350866
18.01,0.596827008
18.51,0.125044366
19.01,0.200530027
19.51,0.156201412
20.01,0.334768072
20.51,0.196000148
21.01,0.21259091
21.51,0.616203381
22.01,0.334740527
22.51,0.329805453
23.01,0.503225527
23.51,0.272165719
24.01,0.14062542
24.51,0.363644726
25.01,0.25122144
25.51,0.36923873
26.01,0.21899759
26.51,1.101027723
27,1.137266751
0.51,0.124998049
1.01,-0.833714915
1.51,0.989985242
2.01,-0.450610808
2.51,-0.258078793
3.01,0.732154627
3.51,-0.369709007
4.01,-0.369480077
4.51,-0.440142791
5.01,-0.063283112
5.51,-0.737295759
6.01,-0.314962429
7.01,-0.328682904
7.51,-0.133350114
8.01,0.246255783
11.51,0.571342401
12.01,0.416618565
12.51,0.221812088
13.01,0.525891558
13.51,0.760280059
14.01,0.447834837
14.51,0.547234611
15,0.729661303
0.51,-0.725891495
1.01,-0.332921551
1.51,0.501581024
2.01,0.237256243
2.51,-0.036036635
3.01,0.428038731
3.51,0.741876924
4.01,0.330964455
4.51,0.225452478
5.01,0.1414797
5.51,0.456210253
6.01,0.439489741
6.51,0.215208034
7.01,0.062957746
7.51,0.158459551
8.01,-0.062219489
8.51,0.159873951
9.01,-0.01444352
9.51,0.234524357
10.01,0.090831725
10.51,0.242728532
11.01,0.139600413
11.51,0.325745799
12.01,0.586532842
12.51,-0.03165946
13.01,0.702843771
13.51,0.024218924
14.01,0.070174708
14.51,-0.139844364
15.01,0.051371841
15.51,0.208959026
16.01,0.236765699
16.51,0.5278473
17.01,1.672152764
17.51,0.671727208
18.01,0.43232807
18.51,0.643853073
19.01,0.51082222
19.51,0.340913628
20.01,0.484616582
20.51,0.488850253
21.01,0.641967995
21.51,0.364747693
22.01,0.427938094
22.51,0.399835592
23.01,0.470500153
23.51,0.415336356
24.01,0.494573769
24.51,0.886432718
25.01,0.58597845
25.51,0.616187058
26.01,0.314025573
26.51,0.366442117
27.01,0.158255653
27.51,0.375240585
28,0.343268645
0.51,-2.021468423
1.01,-0.39683882
1.51,-0.472951579
2.01,-0.251049114
2.51,-0.103141487
3.01,-0.340227606
3.51,0.45102176
4.01,0.086302498
4.51,-0.0873991
5.01,-0.006033127
5.51,0.033149175
6.01,-0.078804234
6.51,-0.04730325
7.01,-0.078618506
7.51,-0.071947909
8.01,0.015085933
8.51,0.033585035
9.01,-0.052909957
9.51,0.041544173
10.01,-0.002720612
10.51,-0.044081056
11.01,-0.088553193
11.51,-0.208206956
12.01,-0.345279051
12.51,-0.265590248
13.01,-0.364963223
13.51,0.060487599
14.01,0.017379397
14.51,-0.187287472
15.01,0.243095206
15.51,-0.003534137
16.01,-0.075731524
16.51,0.070581082
17.01,0.147542012
17.51,0.561627425
18.01,-0.163301408
18.51,0.057442982
19.01,0.031541412
19.51,0.195601748
20.01,0.219717087
20.51,0.280634666
21.01,0.123507696
21.51,0.21700513
22.01,0.292616569
22.51,0.172943177
23.01,0.148466578
23.51,0.330646603
24.01,0.53968229
24.51,0.552729574
25.01,0.525572747
25.51,0.564995934
26.01,0.600597283
26.51,0.424760954
27.01,1.015154212
27.51,1.153441152
28.01,0.920795234
28.51,0.559235591
29,-0.272464169
0.51,-0.273836964
1.01,-0.891947082
1.51,-0.613271243
2.01,-0.15775043
2.51,-0.950753453
3.01,-0.607184189
3.51,-0.529191906
5.01,-0.024282681
5.51,-0.530481748
6.51,-0.157157937
7.01,-0.001458588
7.51,0.032050864
8.01,0.181282876
8.51,-0.322622482
9.01,-0.199723613
9.51,-0.391674593
10.01,-0.420493884
10.51,-0.347134155
11.01,-0.264214755
11.51,-0.28706434
12.01,-0.203826907
12.51,-0.023677048
13.01,-0.211361219
13.51,-0.302757438
14.01,0.03210863
14.51,0.148667887
15.01,-0.027967981
15.51,0.484428701
16.01,0.159786251
16.51,0.332404856
17,0.135528144
0.51,0.713335401
1.01,-1.227439556
1.51,0.722527231
2.01,-0.197989274
2.51,-0.702089178
3.01,-0.050789459
3.51,-0.058006271
4.01,0.02889044
4.51,0.157274006
5.01,-0.040254762
5.51,-0.508605109
6.01,-0.07799503
6.51,0.068356776
7.01,-0.017745096
7.51,0.071407142
8.01,0.072369291
8.51,0.339730504
9.01,0.201727518
9.51,0.396857206
10.01,0.891081977
10.51,0.04440438
11.01,0.35899711
11.51,0.446217295
12.01,0.20760037
12.51,0.151018833
13.01,0.309834845
13.51,0.349104155
14.01,0.678649148
14.51,0.550847249
15,0.994665487
0.51,1.033151537
1.01,-0.147853023
1.51,-0.077092746
2.01,0.123164684
2.51,-0.15111121
3.01,-0.004324381
3.51,-0.146041106
4.01,-0.141030555
4.51,-0.088201945
5.01,0.122938678
5.51,-0.08413676
6.01,0.070418231
6.51,0.349562986
7.01,0.243331889
7.51,-0.052649687
8.01,0.132402857
8.51,0.033118859
9.01,0.016105995
9.51,0.194149688
10.01,0.060195398
10.51,0.86762025
11.01,-0.251836828
11.51,-0.014632463
12.01,0.198020132
12.51,-0.454900767
13.01,-0.130138634
13.51,-0.043354072
14.01,0.456792426
14.51,0.166824621
15.01,0.13018404
15.51,0.169768092
16.01,0.306902066
16.51,0.365899171
17.01,0.403611975
17.51,0.424153743
18.01,0.63871995
18.51,0.459830028
19.01,0.332455528
19.51,0.429847124
20.01,0.245489902
20.51,0.396664918
21.01,0.514551642
21.51,0.195193509
22.01,0.694107871
22.51,0.239541082
23.01,0.001250993
23.51,0.257797726
24.01,0.219689084
24.51,0.276433438
25,0.21793188
0.51,-0.419439106
1.01,-0.103523316
1.51,-0.137515717
2.01,-0.182461923
2.51,-0.213992637
3.01,-0.193943496
3.51,-0.14014978
4.01,-0.142308214
4.51,-0.052516955
5.01,0.01586853
5.51,0.028761178
6.01,-0.083284773
6.51,0.035370131
7.01,-0.05262522
7.51,-0.150732966
8.01,-0.087891143
8.51,-0.152870551
9.01,-0.105562635
9.51,-0.030525228
10.01,-0.093520886
10.51,0.014651266
11.01,-6.92E-05
11.51,0.100021649
12.01,0.147720197
12.51,-0.247656539
13.01,0.448832571
13.51,-0.180137068
14.01,0.044763274
14.51,-0.244978178
15.01,-0.273641704
15.51,-0.233890242
16.01,1.176213461
16.51,5.424269032
17.01,0.012060037
17.51,-0.162680004
18.01,-0.235241418
18.51,-0.087936792
19.01,0.678666951
19.51,0.179084107
20.01,-0.325982832
20.51,-0.146897894
21.01,-0.172307524
21.51,-0.177819922
22.01,-0.187655035
22.51,0.026456336
23.01,-0.008833843
23.51,-0.070976227
24.01,-0.064005416
24.51,-0.128157074
25.01,-0.102106497
25.51,-0.089103729
26.01,-0.104130061
26.51,-0.165400311
27.01,0.749024653
27.51,0.295999087
28,-0.271342661
0.51,-0.958783863
1.01,-0.943337392
1.51,-0.746175318
2.01,-0.766974668
2.51,-1.456275521
3.01,0.539312538
3.51,-0.021434165
4.01,-0.72125936
4.51,-0.479946301
5.01,-1.43404267
5.51,-0.541198105
6.01,-0.49807757
6.51,-0.205644493
7.01,-0.071874233
7.51,0.420181244
8.01,0.506547462
8.51,0.290008243
9.01,0.24249546
9.51,0.195569516
10.01,0.179250349
10.51,0.589995022
11.01,0.689188063
11.51,0.324754208
12.01,0.426265207
12.51,0.565809112
13.01,0.60126894
13.51,0.249556943
14.01,0.193722184
14.51,0.241704218
15.01,0.067217164
15.51,0.224683225
16.01,0.310372519
