depth_input,A07-P
15.01,0.116583641
15.51,0.574012003
16,-0.676189666
0.51,-0.167976358
1.01,0.273060113
1.51,0.364172976
2.01,0.338161899
2.51,1.196094302
3.01,0.996049978
3.51,-0.557140495
4.01,0.224238657
4.51,-1.336585528
5.51,-0.304601107
6.01,-0.388192006
6.51,0.843435183
7.01,0.52863277
7.51,0.56032198
8.01,0.484734135
8.51,0.345756795
9.01,0.556291175
9.51,0.255961047
10.01,0.152152434
10.51,0.220906885
11.01,-0.448199884
11.51,-0.018564941
12.01,-0.421438699
12.51,-0.456527085
13.01,0.128801932
13.51,-0.046758544
14.01,0.370043433
14.51,0.532125868
15.01,-0.271692296
15.51,0.728030705
16.01,-0.206428939
16.51,0.040111543
17.01,0.318598544
17.51,0.274667137
18.01,0.12232839
18.51,0.266147485
19.01,0.420670075
19.51,-0.082257177
20.01,-0.247746031
20.51,-0.231482093
21.01,-0.110758689
21.51,0.134386087
22.01,-0.135115547
22.51,-0.48017293
23.01,-0.220000725
23.51,0.02861245
24.01,-0.15740428
24.51,0.004431503
25.01,0.022854369
25.51,-0.139172596
26.01,-0.295592557
26.51,0.304539631
27.01,0.293135781
27.51,-0.244417771
28,-0.367977788
0.51,0.35311941
1.01,0.246286267
1.51,0.130366776
2.01,-0.250474441
2.51,-0.432277559
3.01,-0.377205278
3.51,-0.309570857
4.01,0.279318997
4.51,0.198037789
5.01,-0.00953792
5.51,-0.272355524
6.01,-0.201369105
6.51,-0.294161416
7.01,-0.146811133
7.51,-0.276323251
8.01,-0.200383977
8.51,-0.257001298
9.01,0.078854354
9.51,0.109563895
10.01,-0.088566057
10.51,-0.2634152
11.01,-0.192550724
11.51,0.355446696
12.01,0.111023382
12.51,0.632273919
13.01,0.077146587
13.51,-0.168165962
14.01,0.625753055
14.51,0.359049532
15.01,0.242613515
15.51,0.182979181
16.01,0.613624511
16.51,0.639738436
17.01,0.21238835
17.51,0.216077696
18.01,0.381273179
18.51,0.34007081
19.01,0.276330843
19.51,0.196700835
20.01,0.388129324
20.51,0.561887284
21.01,0.35485287
21.51,0.413392081
22.01,0.206291679
22.51,0.680164945
23.01,0.395953084
23.51,0.479910957
24.01,0.421153935
24.51,0.34032134
25.01,0.171370025
25.51,0.425660682
26.01,0.095119333
26.51,0.188394516
27.01,0.161743213
27.51,-0.182413656
28.01,-0.096510563
28.51,-0.067914577
29,-0.196716187
0.51,-0.095319881
1.01,0.076974662
1.51,0.062332879
2.01,-0.149327936
2.51,-0.512665673
3.01,-0.525057259
3.51,-1.093265427
4.01,-0.690007268
4.51,-0.495346013
5.01,-0.21286208
5.51,0.280378257
6.01,-0.26673123
6.51,-0.582905541
7.01,-1.004092183
7.51,-0.901011065
8.01,-0.563876297
8.51,-0.273736375
9.01,0.094002326
9.51,0.133405023
10.01,0.128885917
10.51,0.132684233
11.01,0.170121728
11.51,0.12575698
12.01,0.132519774
12.51,0.098978285
13.01,0.089821896
13.51,0.063909941
14.01,0.137226866
14.51,0.230565156
15.01,0.224238511
15.51,0.482042525
16.01,-0.121382196
16.51,-0.291038106
17.01,-0.218434532
17.51,-0.151259108
18.01,-0.110737551
18.51,-0.351396859
19,-0.389068439
0.51,0.517394773
1.01,0.483655326
1.51,0.285927021
2.01,0.115978158
2.51,0.211189158
3.01,0.306143607
3.51,0.150789406
4.01,0.496051017
4.51,0.699222423
5.01,0.054332186
5.51,-0.072636908
6.01,0.069275129
6.51,0.273627517
7.01,-0.138841267
7.51,-0.11896913
8.01,0.55102344
8.51,0.457038243
9.01,0.599903153
9.51,-0.345867518
10.01,-0.377312117
10.51,-0.57911941
11.01,0.100851433
11.51,0.134681482
12.01,-0.233306696
12.51,-0.240963511
13.01,-0.329794194
13.51,-0.105998714
14.01,0.17927179
14.51,0.314133502
15.01,-0.260249408
15.51,0.422167612
16.01,0.15481245
16.51,-0.148448939
17,-0.175088255
0.51,0.182714397
1.01,0.246521471
1.51,0.107392277
2.01,-0.191450885
2.51,-0.261934672
3.01,-0.265371913
3.51,-0.359659364
4.01,-0.436073205
4.51,-0.311875262
5.01,-0.756897054
5.51,-1.166869449
6.01,-1.071389654
6.51,-0.789245814
7.01,-0.776200106
7.51,-0.349964299
8.01,-1.354697659
8.51,-0.670546052
9.01,-0.897729897
9.51,-0.696081894
10.01,-0.797999154
10.51,-0.864629997
11.01,-0.915048571
11.51,-0.42021603
12.01,-0.440374196
12.51,-0.543655099
13.01,-0.346362948
13.51,-0.431752981
14.01,-0.307390285
14.51,-0.336405957
15.01,-0.395092492
15.51,-0.386233607
16.01,-0.432872578
16.51,-0.441739905
17.01,-0.423338864
17.51,-0.467143168
18.01,-0.456212029
18.51,-0.493320493
19.01,-0.563070831
19.51,-0.554441666
20,-0.570432859
0.51,0.84394019
1.01,0.6725569
1.51,0.170190286
2.01,0.46499944
2.51,0.222596622
3.01,-0.118478928
3.51,-0.145992382
4.01,0.305724835
4.51,0.208138434
5.01,-0.011765973
5.51,-0.368476821
6.01,-0.210098663
6.51,-0.210666442
7.01,-0.145783559
7.51,0.011698906
8.01,0.249598356
8.51,0.139527169
9.01,0.123757424
9.51,0.153431321
10.01,0.193907279
10.51,0.097155761
11.01,0.148221139
11.51,0.133138576
12.01,0.231900575
12.51,0.180107258
13.01,0.290954339
13.51,0.124926567
14.01,0.046377747
14.51,0.018686418
15.01,-0.076468716
15.51,0.205667285
16.01,0.198644807
16.51,0.207096714
17.01,0.198788619
17.51,0.183917456
18.01,0.218839774
18.51,0.256835857
19.01,0.307463228
19.51,0.339576104
20.01,0.305931135
20.51,0.280229205
21.01,0.244439352
21.51,0.287409772
22.01,0.123549265
22.51,0.336682098
23.01,-0.055310388
23.51,0.231064757
24.01,0.257914794
24.51,0.26208609
25.01,0.200565558
25.51,0.274198783
26.01,0.255220346
26.51,0.304490686
27.01,0.288379272
27.51,0.391789025
28,-0.055021452
0.51,0.449024933
1.01,0.452863425
1.51,0.410555557
2.01,0.148888034
2.51,0.008197874
3.01,-0.013394043
3.51,0.202096169
4.01,0.556224605
4.51,0.411578107
5.01,0.403521997
5.51,-0.130436789
6.01,0.036834605
6.51,-0.240534521
7.01,0.149022344
7.51,0.470076914
8.01,-0.192565428
8.51,-0.09719719
9.01,0.238767925
9.51,0.289168488
10.01,0.440561055
10.51,0.044368215
11.01,0.013597624
11.51,-0.042123576
12.01,-0.050817205
12.51,-0.080699959
13.01,-0.144122289
13.51,-0.110703829
14.01,-0.188270523
14.51,-0.075478457
15.01,-0.087401565
15.51,-0.030046012
16.01,-0.095660368
16.51,-0.124012209
17.01,-0.07558501
17.51,-0.073764079
18.01,0.008978043
18.51,0.011123374
19.01,-0.068147394
19.51,-0.017464159
20.01,0.001565245
20.51,-0.057067192
21.01,0.004617739
21.51,0.074906921
22.01,0.292845913
22.51,0.068984398
23.01,-0.157576515
23.51,0.112400107
24.01,0.104916903
24.51,0.345861421
25.01,0.545087555
25.51,-0.251982876
26,-0.279282771
0.51,0.122308393
1.01,0.321389842
1.51,0.09443199
2.01,0.00971536
2.51,0.01690304
3.01,0.087079661
3.51,0.045901442
4.01,0.107588989
4.51,0.092435515
5.01,0.329728986
5.51,0.252193496
6.01,0.231258705
6.51,0.342552678
7.01,-0.025378961
7.51,-0.239719482
8.01,-0.065671166
8.51,0.058055026
9.01,-0.143676539
9.51,-0.108117293
10.01,0.146394633
10.51,0.070450394
11.01,0.055705144
11.51,-0.033422314
12.01,0.249897518
12.51,-0.201610791
13.01,0.219705955
13.51,0.09598099
14.01,0.449909468
14.51,0.514375551
15.01,0.113126896
15.51,0.459452683
16.01,0.258459149
16.51,-0.022736404
17.01,0.02293581
17.51,0.266710136
18.01,0.176023372
18.51,-0.044174636
19.01,0.038714758
19.51,-0.002793861
20,0.138405832
0.51,0.533647051
1.01,0.16486822
1.51,0.176236449
2.01,0.258066213
2.51,0.177648429
3.01,0.038385133
3.51,0.336397559
4.01,0.37744024
4.51,-0.049503574
5.01,-0.020286231
5.51,-0.01385303
6.01,0.260477712
6.51,0.252564509
7.01,0.011430951
7.51,0.273323304
8.01,-0.076986576
8.51,-0.419603399
9.01,-0.132513584
9.51,-0.317643253
10.01,0.00424387
10.51,-0.126723745
11.01,-0.244789696
11.51,-0.305700585
12.01,-0.222538721
12.51,0.227948138
13.01,0.232551282
13.51,0.456566153
14.01,0.760632998
14.51,0.233744932
15.01,-0.148352294
15.51,-0.215596033
16.01,-0.207311079
16.51,-0.209234306
17.01,-0.092157108
17.51,-0.1378861
18.01,-0.040693665
18.51,-0.088821441
19.01,0.016416364
19.51,0.043011115
20.01,0.271942565
20.51,0.204845809
21.01,0.264679052
21.51,-0.038337062
22.01,-0.090414953
22.51,0.08040082
23.01,0.207398448
23.51,0.388123648
24.01,0.447545158
24.51,-0.188381592
25.01,0.012598151
25.51,-0.133035113
26.01,0.243567893
26.51,0.298036606
27.01,0.278717681
27.51,0.240213133
28.01,0.269331645
28.51,0.201700152
29,0.224399063
0.51,0.703798035
1.01,0.78382434
1.51,0.1014654
2.01,0.135345376
2.51,0.512986851
3.01,0.462922074
3.51,0.028502843
4.01,-0.121302659
4.51,0.013580753
5.01,0.210101748
5.51,0.093485651
6.01,0.002063494
6.51,-0.201456922
7.01,0.11779445
7.51,-0.008692324
8.01,-0.232442886
8.51,0.080058807
9.01,0.072552262
9.51,0.426405147
10.01,0.198999179
10.51,0.064507286
11.01,0.058146637
11.51,-0.009670726
12.01,0.036657354
12.51,-0.117833307
13.01,-0.12347685
13.51,0.161781671
14.01,0.272139434
14.51,0.175334086
15.01,-0.081132641
15.51,0.106786009
16.01,0.206589656
16.51,0.036899352
17.01,-0.150064716
17.51,0.192979185
18.01,0.148835242
18.51,0.13269607
19.01,0.213182714
19.51,0.319385484
20.01,-0.06517232
20.51,0.106061779
21.01,0.231845739
21.51,0.238958768
22.01,0.397201509
22.51,0.202380585
23.01,0.185694475
23.51,0.174794277
24.01,0.191375366
24.51,0.195315633
25.01,0.188962796
25.51,0.256523116
26.01,0.217256855
26.51,0.304306169
27.01,0.204737468
27.51,0.312944068
28,0.235225255
14.01,-0.088674989
14.51,0.300769983
15.01,0.134572872
15.51,0.085499271
16.01,0.036171589
16.51,-0.313618795
17.01,0.021597247
17.51,0.016644973
18.01,0.089485283
18.51,0.051152634
19.01,-0.052708343
19.51,0.015885302
20.01,0.132051368
20.51,0.070451426
21.01,0.059319665
21.51,-0.073304496
22.01,0.086503581
22.51,-0.231670929
23.01,0.027665458
23.51,-0.015640979
24.01,0.206774712
24.51,0.15321946
25.01,0.229131867
25.51,0.110885388
26.01,0.177788343
26.51,0.252520725
27.01,0.040435655
27.51,0.201323159
28,0.142891424
8.01,-0.058577356
8.51,-0.51439855
9.01,-0.365389435
9.51,-0.04345026
10.01,0.00162077
10.51,0.202188848
11.01,0.144981629
11.51,0.018942859
12.01,-0.233774764
12.51,-0.269993452
13.01,-0.184125269
13.51,-0.235250684
14.01,-0.119908987
14.51,0.078336192
15.01,0.502098439
15.51,0.097767266
16.01,0.341778665
16.51,0.454635601
17.01,0.452098635
17.51,0.257388052
18.01,0.482516553
18.51,0.016908063
19.01,-0.03546344
19.51,-0.277019539
20.01,-0.272188113
20.51,-0.545581313
21.01,-0.157622993
21.51,0.017108282
22.01,-0.009787304
22.51,0.054711697
23,0.055998199
0.1,1.034002158
0.5,0.663700376
1,0.684170085
1.5,1.430033631
2,-0.249463158
2.5,-0.56031955
3,-0.271839915
3.5,0.16408148
4,-0.342792781
4.5,-0.614782481
5,-0.554873543
5.5,0.224906696
6,0.174559782
6.5,0.062353015
7,-0.278320926
7.5,-0.003231898
8,0.744675372
8.5,1.005199746
9,0.496911544
9.5,0.587151844
10,0.399590134
10.5,0.237983151
11,0.417737343
11.5,-0.037239068
12,-0.325789929
12.5,-0.407277363
13,0.096729765
13.5,0.164394424
14,-0.122348492
14.5,-0.081424976
15,-0.08315877
15.5,0.221121373
16,0.336427257
16.5,0.004487931
17,0.046260136
17.5,0.244097853
18,0.24070666
18.5,0.280290711
19,0.091418363
19.5,0.085858836
0.1,1.51509062
0.5,1.144788837
1,0.242337333
1.5,0.853685718
2,0.537502778
2.5,-0.02132305
3,-0.205590529
3.5,0.558557467
4,-0.220902964
4.5,-0.870715856
5,0.01892688
5.5,-0.136883349
6,0.165749153
6.5,-0.231194177
7,-1.000455643
7.5,-0.023166113
8,-0.442884402
8.5,0.239999248
9,0.164529293
9.5,0.487896886
10,0.43761753
10.5,0.046927915
11,0.454371476
11.5,0.349706992
12,0.040387462
12.5,0.001583335
13,0.111997237
13.5,0.003925375
14,0.192494403
14.5,0.117813055
15,0.298400817
15.5,0.251893032
16,0.37391035
16.5,0.324573428
17,0.628709897
17.5,0.634703846
18,0.67237414
18.5,0.444697891
19,0.345021122
19.5,0.339461595
1.51,0.683712207
2.01,0.295102343
2.51,0.422850794
3.01,0.276365154
3.51,-0.175476046
4.01,0.047838376
4.51,0.202765192
5.01,0.048340071
5.51,0.174545207
6.01,-0.191854949
6.51,-0.332043604
7.01,-0.451374891
7.51,-0.53227764
8.01,-0.324402586
8.51,0.036317021
9.01,0.133950776
9.51,0.166202485
10.01,0.120896682
10.51,0.170072429
11.01,0.161758269
11.51,0.11879532
12.01,0.192062062
12.51,0.26106347
13.01,0.137575664
13.51,0.027217371
14.01,0.014980547
14.51,0.02415953
15,-0.074800349
0.51,-0.098513466
1.01,-0.00622608
1.51,0.860949037
2.01,-0.161182742
2.51,-0.449355609
3.01,-0.396171205
3.51,0.048160605
4.01,0.565543021
4.51,0.585864164
5.01,0.39159757
5.51,-0.07009864
6.01,0.201234592
6.51,-0.119513986
7.01,-0.320089822
7.51,-0.366301809
8.01,-0.119091918
8.51,-0.244941893
9.01,-0.130763839
9.51,-0.191461836
10.01,-0.094642112
10.51,-0.269473835
11.01,-0.296176589
11.51,-0.311556076
12.01,-0.492721677
12.51,0.071871815
13.01,0.042386441
13.51,-0.008842652
14.01,0.021145045
14.51,0.161102884
15.01,0.250233753
15.51,0.321774644
16.01,0.043226274
16.51,0.066584428
17.01,0.024328528
17.51,0.032874403
18,-0.023322606
1.5,0.399663484
2,0.339276861
2.5,0.117686498
3,0.095922137
3.5,-0.089147984
4,0.283438571
4.5,-0.28970188
5,-0.509606817
5.5,-0.399180701
6,-0.023325421
6.5,0.059974936
7,0.012855966
7.5,0.124665064
8,0.061600311
8.5,0.167397228
9,-0.006677687
9.5,0.062446523
10,-0.058524796
10.5,0.187308624
11,0.208574218
11.5,0.261906828
12,0.327442223
12.5,0.49650835
13,0.24275921
13.5,0.223109307
14,0.074156906
14.5,-0.000525204
15,0.259262822
15.5,0.123027769
16,0.193543503
16.5,0.113488807
17,0.134065973
17.5,0.015644133
18,0.202618919
18.5,0.147743531
19,0.102489933
19.5,0.125642093
20,0.20603595
20.5,0.002742106
21,0.02847068
21.5,0.06568816
22,0.218516519
22.5,-0.327791793
23,-0.448380262
23.5,-0.439431514
24,-0.433533672
