Station,easting,northing,vs30,uncertainty,q
CPT_144766_measurement_num_0,1867991.91,5829659.61,172.28,0.351322628,5
CPT_144767_measurement_num_0,1868009.64,5829696.7,167.54,0.338423639,5
CPT_144761_measurement_num_0,1868027.07,5829637.58,183.26,0.350742474,5
CPT_144758_measurement_num_0,1868035.06,5829726.09,176.72,0.33964845,5
CPT_144760_measurement_num_0,1868047.54,5829674.8,166.11,0.344166767,5
CPT_223411_measurement_num_0,1868242.31,5709945.93,289.29,0.346151932,5
SCPT_186081_measurement_num_0,1868243.68,5824049.66,186.33,0.341434759,5
CPT_223408_measurement_num_0,1868261.85,5709937.72,331.29,0.347715929,5
CPT_117293_measurement_num_0,1868294.5,5721185.4,282.81,0.348399811,5
SCPT_186090_measurement_num_0,1868360.73,5823975.42,186.86,0.349632914,5
SCPT_185445_measurement_num_0,1868385.65,5823948.01,179.73,0.332188457,5
CPT_186083_measurement_num_0,1868401.53,5824017.27,183.83,0.338927164,5
CPT_225411_measurement_num_0,1868413.88,5713969.56,266.06,0.344459638,5
SCPT_186092_measurement_num_0,1868419.43,5823982.86,165.63,0.338915384,5
CPT_186082_measurement_num_0,1868439.51,5823949.05,161.9,0.344867428,5
SCPT_186088_measurement_num_0,1868450.11,5823923.01,173.94,0.339898449,5
SCPT_186089_measurement_num_0,1868476.27,5823955.17,187.39,0.350553977,5
CPT_111154_measurement_num_0,1868503.42,5826558.43,139.52,0.342514455,5
CPT_147355_measurement_num_0,1868541,5830192,157.76,0.346783575,5
SCPT_185425_measurement_num_0,1868791.41,5823614.64,193.17,0.337272545,5
SCPT_185435_measurement_num_0,1868793.54,5823671.91,180.08,0.348436032,5
SCPT_186091_measurement_num_0,1868833.65,5823540.95,188.08,0.339456619,5
SCPT_186105_measurement_num_0,1868863.21,5823582.96,179.19,0.355386892,5
SCPT_185419_measurement_num_0,1868866.99,5823610.84,172.03,0.359496805,5
CPT_227655_measurement_num_0,1868886.52,5830350.15,197.44,0.343947173,5
SCPT_185374_measurement_num_0,1868904.83,5823516.35,177.21,0.340710699,5
CPT_117292_measurement_num_0,1868915.3,5720990,268.15,0.336587717,5
SCPT_184945_measurement_num_0,1868971.5,5823518.38,172.89,0.345435593,5
CPT_184924_measurement_num_0,1869032.82,5823406.24,188.69,0.341582635,5
CPT_183221_measurement_num_0,1869094.36,5823338.07,192.98,0.345899852,5
CPT_183220_measurement_num_0,1869109.61,5823347.12,192.98,0.336458608,5
CPT_179101_measurement_num_0,1869146.05,5823400.64,193.13,0.35519588,5
SCPT_179100_measurement_num_0,1869202.2,5823240.29,167.63,0.350257925,5
CPT_117291_measurement_num_0,1869220.44,5720903.1,272.77,0.353162697,5
CPT_117290_measurement_num_0,1869220.8,5720893.8,272.94,0.343057424,5
CPT_186071_measurement_num_0,1869254.3,5823204.81,146.21,0.347014733,5
SCPT_179099_measurement_num_0,1869307.08,5823210.06,171.04,0.338494081,5
CPT_181048_measurement_num_0,1869342,5830624,211.8,0.354351462,5
CPT_181045_measurement_num_0,1869354,5830622,207.86,0.341934501,5
CPT_181046_measurement_num_0,1869358,5830580,211.83,0.351330841,5
CPT_186404_measurement_num_0,1869398.41,5827501.47,181.09,0.33247943,5
SCPT_179097_measurement_num_0,1869405.56,5823268.01,171.65,0.336747842,5
SCPT_179098_measurement_num_0,1869410.42,5823233.61,194.97,0.340727841,5
CPT_186406_measurement_num_0,1869416.99,5827450.26,176.02,0.347353587,5
CPT_117289_measurement_num_0,1869421.2,5720753.5,259.68,0.359451299,5
CPT_204773_measurement_num_0,1869434.97,5715327.52,270,0.341963518,5
CPT_186405_measurement_num_0,1869446.47,5827485.86,191.98,0.345053781,5
CPT_147336_measurement_num_0,1869450,5712235,273.91,0.345063796,5
CPT_147337_measurement_num_0,1869461,5712220,262.31,0.345529193,5
SCPT_179096_measurement_num_0,1869474.99,5823269.45,161.32,0.357367057,5
CPT_225613_measurement_num_0,1869510.2,5713625.25,258.56,0.34438674,5
CPT_225611_measurement_num_0,1869522.92,5713589.3,263.38,0.347670901,5
CPT_153672_measurement_num_0,1869548.13,5825806.81,193.25,0.342784247,5
CPT_153504_measurement_num_0,1869571.45,5825771.72,207.32,0.336939228,5
CPT_153673_measurement_num_0,1869582.23,5825858.58,210.2,0.340874741,5
CPT_153492_measurement_num_0,1869583.66,5825831.98,203.05,0.344138214,5
CPT_153495_measurement_num_0,1869616.05,5825731.38,204.1,0.352642184,5
CPT_153494_measurement_num_0,1869631.32,5825782.65,196.92,0.363845224,5
CPT_117288_measurement_num_0,1869667.9,5720580.8,261.42,0.330805184,5
CPT_189320_measurement_num_0,1869941.39,5712184.46,285.87,0.353957246,5
CPT_158863_measurement_num_0,1870156.9,5716233.56,230.58,0.341680974,5
CPT_205816_measurement_num_0,1870233.44,5823492.3,208.11,0.341321897,5
SCPT_205817_measurement_num_0,1870237.45,5823502.31,208.92,0.344674723,5
SCPT_205818_measurement_num_0,1870244.97,5823497.12,197.83,0.346278427,5
CPT_92280_measurement_num_0,1870356.13,5823384.23,197.56,0.353383022,5
CPT_92281_measurement_num_0,1870448.27,5823331.16,185.39,0.343759192,5
CPT_170848_measurement_num_0,1870499.23,5711351.72,291.23,0.339073789,5
CPT_170857_measurement_num_0,1870518.49,5711262.72,305.4,0.359295184,5
CPT_92282_measurement_num_0,1870520.28,5823283.04,185.71,0.33790586,5
CPT_193302_measurement_num_0,1870671,5820001,152.69,0.348247724,5
CPT_193301_measurement_num_0,1870671,5819988,153.74,0.333962886,5
CPT_193303_measurement_num_0,1870678,5819982,154.87,0.343189182,5
CPT_92283_measurement_num_0,1870690.66,5823152.89,179.48,0.342875424,5
CPT_92284_measurement_num_0,1870910.23,5822982.77,196.74,0.342110824,5
SCPT_225671_measurement_num_0,1871045.59,5823392.75,174.03,0.33738953,5
SCPT_225672_measurement_num_0,1871049.39,5823440.02,170.9,0.337928782,5
SCPT_225673_measurement_num_0,1871069.59,5823416.95,181.87,0.336116021,5
SCPT_225670_measurement_num_0,1871078.67,5823385.97,174.07,0.349627767,5
SCPT_225665_measurement_num_0,1871081.93,5823479.1,177.87,0.344784614,5
SCPT_225668_measurement_num_0,1871117.34,5823409.41,182.81,0.349153908,5
SCPT_225669_measurement_num_0,1871117.94,5823431.35,189.23,0.344953238,5
SCPT_225666_measurement_num_0,1871122.24,5823483.84,175.04,0.336790699,5
SCPT_225667_measurement_num_0,1871128.83,5823457.63,190.17,0.349180064,5
SCPT_225664_measurement_num_0,1871147.1,5823415.51,171.15,0.330877436,5
SCPT_225663_measurement_num_0,1871152.62,5823467.61,172.05,0.346352086,5
SCPT_225676_measurement_num_0,1871172.58,5823405.67,227.41,0.355318813,5
SCPT_225674_measurement_num_0,1871173.11,5823446.92,190.98,0.353644312,5
CPT_218437_measurement_num_0,1871198.11,5806882.97,245.28,0.342759211,5
CPT_92287_measurement_num_0,1871199.22,5822811.27,206.87,0.336745218,5
CPT_218438_measurement_num_0,1871220.64,5806887.39,237.59,0.353409328,5
CPT_218439_measurement_num_0,1871228.38,5806877.98,240.91,0.336591698,5
CPT_92289_measurement_num_0,1871634.82,5822562.17,227.81,0.339620752,5
CPT_92343_measurement_num_0,1871686.73,5822641.84,207.44,0.342277523,5
CPT_92288_measurement_num_0,1871749.96,5822767.65,197.87,0.340601393,5
CPT_92292_measurement_num_0,1871820.48,5822568.61,195.15,0.331687786,5
CPT_210281_measurement_num_0,1871830.26,5818541.92,176.74,0.334277467,5
CPT_92291_measurement_num_0,1871842.66,5822610.64,194.74,0.355534125,5
CPT_92290_measurement_num_0,1871861.82,5822649.37,178.5,0.327784163,5
CPT_210274_measurement_num_0,1871896.76,5818513.25,203.74,0.337646901,5
CPT_92295_measurement_num_0,1871916.95,5822526.99,190.94,0.342936975,5
CPT_92294_measurement_num_0,1871918.81,5822568.97,227.35,0.33722414,5
CPT_210269_measurement_num_0,1871950.56,5818484.79,230.23,0.33336352,5
CPT_92293_measurement_num_0,1871964.47,5822644.87,181.86,0.344349233,5
CPT_229608_measurement_num_0,1871979.02,5818861.3,192.38,0.34355508,5
CPT_123869_measurement_num_0,1871995.79,5824690,128.13,0.346458032,5
CPT_223172_measurement_num_0,1872025.49,5823716.18,193.88,0.344982477,5
CPT_210265_measurement_num_0,1872030.96,5818556.58,198.9,0.348140954,5
CPT_123868_measurement_num_0,1872036.19,5824621.78,122.19,0.352777463,5
CPT_139924_measurement_num_0,1872048,5816377,213.08,0.343976924,5
CPT_210231_measurement_num_0,1872077.28,5818670.58,200.49,0.349875085,5
CPT_223173_measurement_num_0,1872080.43,5823716.25,194.65,0.345872479,5
CPT_139926_measurement_num_0,1872082,5816534,223.56,0.33361529,5
CPT_123867_measurement_num_0,1872097.04,5824651.55,123.28,0.334092805,5
CPT_229607_measurement_num_0,1872108.03,5818868.35,188.94,0.353958962,5
CPT_139925_measurement_num_0,1872110,5816601,217.15,0.341759061,5
CPT_210226_measurement_num_0,1872112.02,5818760.75,213.65,0.328687529,5
CPT_210258_measurement_num_0,1872117.14,5818613,208.21,0.347976215,5
CPT_139923_measurement_num_0,1872151,5816338,228.62,0.334590592,5
CPT_139922_measurement_num_0,1872168,5816417,204.58,0.330911966,5
CPT_123865_measurement_num_0,1872177.73,5824635.12,127.57,0.346605064,5
CPT_139927_measurement_num_0,1872179,5816610,201.16,0.342880047,5
CPT_123866_measurement_num_0,1872185.32,5824610.87,115,0.349024245,5
CPT_123872_measurement_num_0,1872186.05,5824552.4,205.15,0.346526293,5
CPT_174199_measurement_num_0,1872198.56,5819084.03,195.48,0.339245579,5
CPT_210399_measurement_num_0,1872199.42,5818793.65,213.14,0.364333131,5
CPT_123783_measurement_num_0,1872220.33,5824588.05,129.21,0.351220789,5
CPT_92297_measurement_num_0,1872220.82,5822489.31,156.9,0.349377095,5
CPT_139921_measurement_num_0,1872249,5816327,173.37,0.339517537,5
CPT_156895_measurement_num_0,1872253.58,5818550,211.93,0.332969088,5
CPT_123782_measurement_num_0,1872266.77,5824542.41,136.16,0.359767398,5
CPT_139920_measurement_num_0,1872295,5816424,212.13,0.360841363,5
CPT_210222_measurement_num_0,1872297.2,5818692.41,201.54,0.340955304,5
CPT_92298_measurement_num_0,1872302.26,5822460.76,131.04,0.3354313,5
CPT_156900_measurement_num_0,1872308.53,5818629,222.52,0.344831863,5
CPT_210207_measurement_num_0,1872309.52,5818628.37,197.37,0.337869179,5
CPT_174200_measurement_num_0,1872357.9,5818955.21,195.28,0.343700645,5
CPT_210212_measurement_num_0,1872358.2,5818697.7,213.73,0.353717004,5
CPT_139919_measurement_num_0,1872368,5816362,227.73,0.343472085,5
CPT_156902_measurement_num_0,1872368.07,5818567,215.81,0.352387572,5
CPT_139853_measurement_num_0,1872370,5816471,186.53,0.331481088,5
CPT_210202_measurement_num_0,1872379.29,5818569.51,189.97,0.327841193,5
CPT_174198_measurement_num_0,1872384.81,5819235.65,114.53,0.338669428,5
CPT_157503_measurement_num_0,1872386.71,5810719.7,219.53,0.348874743,5
CPT_156899_measurement_num_0,1872400.52,5818669,203.48,0.352167721,5
CPT_128833_measurement_num_0,1872403.34,5816492.06,171.44,0.339995724,5
CPT_139854_measurement_num_0,1872412,5816424,200.14,0.34225185,5
CPT_92300_measurement_num_1,1872414.17,5822362.8,176.89,0.334797776,5
CPT_157502_measurement_num_0,1872425.27,5810712.64,213.6,0.355370006,5
CPT_210198_measurement_num_0,1872426.32,5818463.67,186.98,0.340253978,5
CPT_139851_measurement_num_0,1872428,5816531,208.56,0.341313009,5
CPT_128837_measurement_num_0,1872439.31,5816443.43,205.25,0.346487367,5
CPT_92299_measurement_num_0,1872450.07,5822410.43,181.17,0.351682932,5
CPT_139850_measurement_num_0,1872472,5816488,155.9,0.342589133,5
CPT_139956_measurement_num_0,1872478,5816487,161.51,0.333475276,5
CPT_128838_measurement_num_0,1872488.79,5816544.46,197.16,0.331953939,5
CPT_128836_measurement_num_0,1872520.19,5816507.08,221.66,0.345461157,5
CPT_210189_measurement_num_0,1872520.3,5818568.15,183.63,0.329859388,5
CPT_128834_measurement_num_0,1872547.14,5816575.08,239.14,0.337229191,5
CPT_128835_measurement_num_0,1872570.58,5816536.97,216.46,0.348997294,5
CPT_210194_measurement_num_0,1872580.78,5818336.13,186.55,0.342156589,5
CPT_92302_measurement_num_0,1872595.76,5822194.59,200.34,0.342631528,5
CPT_174202_measurement_num_0,1872610.06,5818666.32,194.57,0.333775049,5
CPT_92303_measurement_num_0,1872628.47,5822231.72,209.61,0.346498393,5
CPT_92301_measurement_num_0,1872659.55,5822278.63,198.59,0.344372346,5
CPT_174201_measurement_num_0,1872733.51,5819069.23,197.73,0.350660278,5
CPT_92305_measurement_num_0,1872785.24,5822020.27,152.97,0.340386931,5
SCPT_162769_measurement_num_0,1872818.51,5822078.32,187.27,0.326352956,5
CPT_92344_measurement_num_0,1872838.39,5822122.83,162.63,0.344293681,5
CPT_174203_measurement_num_0,1872856.45,5818528.61,193.66,0.338323693,5
CPT_92304_measurement_num_0,1872859.89,5822167.88,189.19,0.335740052,5
CPT_174822_measurement_num_0,1872892.31,5819212.16,133.78,0.345795119,5
CPT_174823_measurement_num_0,1873082.94,5818890.66,197.54,0.343542391,5
CPT_182566_measurement_num_0,1873193.89,5818090.57,270.04,0.340792965,5
CPT_154303_measurement_num_0,1873216,5817904,209.4,0.330203783,5
CPT_178593_measurement_num_0,1873233,5816881.05,184.56,0.337983313,5
CPT_154305_measurement_num_0,1873240,5817953,228.6,0.347055514,5
CPT_154302_measurement_num_0,1873246,5817909,218.11,0.34991781,5
CPT_124007_measurement_num_0,1873252.12,5817012.84,197.03,0.354820322,5
CPT_178594_measurement_num_0,1873252.19,5816865.15,188.5,0.348767542,5
SCPT_163053_measurement_num_0,1873257.38,5821771.36,138.99,0.324817565,5
CPT_170367_measurement_num_0,1873263.55,5821754.65,140.45,0.340419136,5
CPT_154304_measurement_num_0,1873269,5817917,217.63,0.344618659,5
CPT_163220_measurement_num_0,1873270.75,5821802.07,146.17,0.345785949,5
CPT_124008_measurement_num_0,1873271.04,5817051.1,222.09,0.340780695,5
CPT_154165_measurement_num_0,1873289,5818094,198.8,0.339628301,5
CPT_170299_measurement_num_0,1873290.16,5821789.55,169.91,0.341829469,5
SCPT_163045_measurement_num_0,1873290.62,5821773.73,168.76,0.342615477,5
CPT_124010_measurement_num_0,1873292.77,5817014.82,205.25,0.337391512,5
SCPT_163043_measurement_num_0,1873298.38,5821835.34,149.37,0.336668888,5
CPT_177874_measurement_num_0,1873308.6,5819983,173.46,0.354568209,5
CPT_154176_measurement_num_0,1873313,5818134,191.51,0.351470488,5
CPT_170305_measurement_num_0,1873315.36,5821770.29,151.63,0.334333759,5
CPT_154181_measurement_num_0,1873318,5818113,190.95,0.343496742,5
CPT_154191_measurement_num_0,1873319,5818096,197.4,0.363494197,5
CPT_124009_measurement_num_0,1873322.92,5817046.04,189.11,0.353644832,5
CPT_154196_measurement_num_0,1873326,5818071,202.67,0.349944202,5
CPT_124017_measurement_num_0,1873326.11,5816637.05,205.58,0.347276439,5
CPT_124018_measurement_num_0,1873327.18,5816669.24,231.34,0.324531063,5
CPT_154198_measurement_num_0,1873350,5818113,184.97,0.342702499,5
CPT_172244_measurement_num_0,1873435.94,5818252.4,232.07,0.35039164,5
CPT_124020_measurement_num_0,1873440.84,5816877.68,214.07,0.349000849,5
CPT_124019_measurement_num_0,1873442.35,5816896.52,206.43,0.3467579,5
CPT_124040_measurement_num_0,1873450.82,5817375.02,154.23,0.359476298,5
CPT_124039_measurement_num_0,1873458.41,5817433.65,160.48,0.349613845,5
CPT_172245_measurement_num_0,1873462.77,5818205.04,223.21,0.337267485,5
CPT_124011_measurement_num_0,1873464.18,5816225.8,217.08,0.340336165,5
CPT_124038_measurement_num_0,1873464.41,5817492.12,137.47,0.353741827,5
CPT_124037_measurement_num_0,1873470.4,5817550.15,132.3,0.346942143,5
CPT_124036_measurement_num_0,1873479.58,5817608.73,131.95,0.353558914,5
CPT_124012_measurement_num_0,1873480.4,5816183.04,236.76,0.340189771,5
CPT_124035_measurement_num_0,1873483.57,5817643.93,186.6,0.337083594,5
CPT_124034_measurement_num_0,1873487.37,5817675.91,210.23,0.337687581,5
CPT_124013_measurement_num_0,1873500.11,5816139.05,228.53,0.351412192,5
CPT_172246_measurement_num_0,1873505.92,5818306.39,213.29,0.344592036,5
CPT_172241_measurement_num_0,1873516.51,5818465.08,190.05,0.342184712,5
CPT_92306_measurement_num_0,1873522.06,5821616.13,178.22,0.343628073,5
CPT_124014_measurement_num_0,1873522.5,5816096.09,238.5,0.341537518,5
CPT_172242_measurement_num_0,1873532.18,5818404.13,239.8,0.334283158,5
CPT_121735_measurement_num_0,1873548.9,5823266.2,170.61,0.342657976,5
CPT_121736_measurement_num_0,1873554.8,5823317.2,177.42,0.349018142,5
CPT_124794_measurement_num_0,1873566.77,5816047.95,231.03,0.342843468,5
CPT_172247_measurement_num_0,1873574.23,5818485.97,243.47,0.359104401,5
CPT_172216_measurement_num_0,1873578.34,5818532.99,189.03,0.337633688,5
SCPT_124801_measurement_num_0,1873583.94,5816052.27,218.04,0.345588055,5
SCPT_163107_measurement_num_0,1873585.18,5821572.43,149.45,0.348172268,5
CPT_92307_measurement_num_0,1873604.27,5821551.61,134.62,0.336866304,5
CPT_172239_measurement_num_0,1873611.62,5818501.28,210.02,0.345574231,5
SCPT_124802_measurement_num_0,1873619.92,5815998.85,203.11,0.358363657,5
SCPT_163095_measurement_num_0,1873628.08,5821612.1,137.69,0.346299991,5
CPT_172243_measurement_num_0,1873642.06,5818543.59,214.31,0.346635699,5
CPT_124800_measurement_num_0,1873648.19,5816010.69,208.71,0.35364296,5
CPT_124799_measurement_num_0,1873652.6,5815992.21,180.33,0.347789683,5
CPT_121738_measurement_num_0,1873693.1,5823184.3,189.8,0.350068455,5
CPT_121737_measurement_num_0,1873708,5823304.4,182.31,0.352817263,5
CPT_92308_measurement_num_0,1873715.03,5821495.55,136.39,0.329670147,5
CPT_172905_measurement_num_0,1873729.7,5816561.17,201.81,0.336851372,5
CPT_172898_measurement_num_0,1873741.06,5816970.6,253.66,0.342330801,5
CPT_171623_measurement_num_0,1873741.73,5818737.74,198.68,0.353281006,5
CPT_172901_measurement_num_0,1873750.08,5816802.35,212.26,0.342420833,5
CPT_171624_measurement_num_0,1873762.53,5818750.82,190.78,0.334712074,5
CPT_92309_measurement_num_0,1873772.16,5821478.31,135.12,0.346174795,5
CPT_121740_measurement_num_0,1873772.6,5822928.3,191.75,0.353552658,5
CPT_171225_measurement_num_0,1873778.33,5818886.53,183.89,0.339560133,5
CPT_172897_measurement_num_0,1873782.96,5816977.67,233.79,0.347745947,5
CPT_171626_measurement_num_0,1873783.15,5818761.48,161.44,0.341138558,5
CPT_172900_measurement_num_0,1873784.81,5816690.09,189.03,0.348148877,5
CPT_171226_measurement_num_0,1873788.57,5818891.3,189.57,0.329932532,5
CPT_172906_measurement_num_0,1873790.21,5816543.74,192.72,0.339903074,5
CPT_171280_measurement_num_0,1873793.15,5818875.08,201.78,0.355452466,5
CPT_172902_measurement_num_0,1873796.47,5816889.49,184.57,0.35661838,5
CPT_171410_measurement_num_0,1873800.33,5818861.71,194.41,0.341404925,5
CPT_171228_measurement_num_0,1873800.61,5818898.54,207.82,0.340778832,5
CPT_171628_measurement_num_0,1873801.56,5818771.21,148.54,0.345988155,5
CPT_171283_measurement_num_0,1873802.08,5818879.98,211.1,0.343219059,5
CPT_172903_measurement_num_0,1873805.95,5816741.15,172.61,0.355821164,5
CPT_171221_measurement_num_0,1873809.63,5818918.05,186.96,0.336883827,5
CPT_171577_measurement_num_0,1873809.81,5818843.28,162.8,0.331374978,5
CPT_171284_measurement_num_0,1873811.11,5818884.57,215.11,0.341005599,5
CPT_171229_measurement_num_0,1873813.5,5818905.54,200.89,0.342643724,5
CPT_121771_measurement_num_0,1873814.67,5823275.24,194.06,0.352217652,5
CPT_171220_measurement_num_0,1873815.63,5818936.04,165.76,0.328295865,5
CPT_171412_measurement_num_0,1873818.02,5818871.19,188.74,0.3392138,5
CPT_171285_measurement_num_0,1873821.81,5818890.03,210.57,0.350919355,5
CPT_171629_measurement_num_0,1873822.39,5818781.88,207.54,0.345892151,5
CPT_171549_measurement_num_0,1873822.92,5818861.84,170.1,0.326209759,5
CPT_171578_measurement_num_0,1873823.58,5818850.48,174.05,0.339233605,5
CPT_171223_measurement_num_0,1873825.74,5818926.13,201.45,0.349290316,5
CPT_171279_measurement_num_0,1873827.61,5818906.15,212.81,0.340782514,5
CPT_171289_measurement_num_0,1873833.08,5818884.17,173.6,0.33463692,5
CPT_171550_measurement_num_0,1873833.58,5818867.62,174.11,0.335386415,5
CPT_171580_measurement_num_0,1873838.89,5818858.19,182.89,0.348137237,5
CPT_121770_measurement_num_0,1873839.47,5823251.08,195.58,0.334631085,5
CPT_171286_measurement_num_0,1873839.8,5818899.63,173.27,0.341258503,5
CPT_171224_measurement_num_0,1873843.52,5818935.16,183.96,0.328660505,5
CPT_171416_measurement_num_0,1873846.78,5818886.41,161.36,0.338912943,5
CPT_171278_measurement_num_0,1873849.66,5818923.69,174.4,0.342563034,5
CPT_171576_measurement_num_0,1873851.47,5818876.89,166.95,0.339054924,5
CPT_171584_measurement_num_0,1873855.37,5818817.62,207.01,0.343071739,5
CPT_171581_measurement_num_0,1873856.27,5818867.89,200.92,0.349430062,5
CPT_171287_measurement_num_0,1873857.58,5818908.94,157.85,0.330189914,5
CPT_171631_measurement_num_0,1873857.68,5818785.72,207.1,0.35994649,5
CPT_171544_measurement_num_0,1873864.47,5818895.82,174.67,0.349459589,5
CPT_171582_measurement_num_0,1873874.23,5818877.23,189.81,0.343805979,5
CPT_172899_measurement_num_0,1873878.24,5816717.19,172.09,0.347487838,5
CPT_173148_measurement_num_0,1873880.59,5816421.88,175.72,0.346853921,5
CPT_95273_measurement_num_0,1873892.11,5819185.58,165.92,0.336701503,5
CPT_172904_measurement_num_0,1873895.33,5816583.5,200.19,0.344125315,5
CPT_129222_measurement_num_0,1873895.57,5817685.9,197.91,0.344631902,5
CPT_95301_measurement_num_0,1873898.24,5819369.82,146.03,0.342933854,5
CPT_129227_measurement_num_0,1873898.54,5817669.13,188.64,0.336474753,5
CPT_121769_measurement_num_0,1873900.65,5823259.05,180.39,0.334418819,5
CPT_95272_measurement_num_0,1873903.89,5819088.53,196.31,0.348810308,5
CPT_173143_measurement_num_0,1873910.3,5816549.09,242.62,0.341201852,5
CPT_121755_measurement_num_0,1873911.55,5823002.03,193.09,0.347442149,5
CPT_92312_measurement_num_0,1873913.28,5821360.65,126.02,0.348391008,5
CPT_121753_measurement_num_0,1873913.35,5823056.41,188.17,0.342596129,5
CPT_129223_measurement_num_0,1873913.46,5817693.08,197.51,0.365576161,5
CPT_121741_measurement_num_0,1873928.5,5823030.6,193.47,0.34348789,5
CPT_95302_measurement_num_0,1873933.62,5819451.98,172.58,0.334820948,5
CPT_173145_measurement_num_0,1873934.95,5816473.39,238.01,0.335774138,5
CPT_129224_measurement_num_0,1873935.79,5817701.23,178.91,0.336202816,5
CPT_92310_measurement_num_0,1873936.57,5821392.22,155.06,0.33849332,5
CPT_172907_measurement_num_0,1873940.95,5816859.56,199.09,0.343707191,5
CPT_121754_measurement_num_0,1873942.56,5823032.11,194.4,0.3466741,5
CPT_172910_measurement_num_0,1873951.99,5816720.54,205.57,0.327484046,5
CPT_92311_measurement_num_0,1873953.34,5821444.77,157.66,0.351042141,5
CPT_173149_measurement_num_0,1873980.61,5816388.35,228.68,0.338151539,5
CPT_172913_measurement_num_0,1873991.98,5816550.08,236.57,0.347788507,5
CPT_95310_measurement_num_0,1874000.15,5819568.66,214.04,0.35750168,5
CPT_173144_measurement_num_0,1874005.63,5816526.68,248.52,0.336896516,5
CPT_173146_measurement_num_0,1874014.97,5816444.23,229.03,0.358502039,5
CPT_173147_measurement_num_0,1874042.26,5816407.58,220.04,0.339827767,5
CPT_95305_measurement_num_0,1874044.82,5819611.62,206.61,0.335912781,5
CPT_173151_measurement_num_0,1874047.82,5816483.3,179.12,0.350644723,5
CPT_172909_measurement_num_0,1874050.66,5816662.53,175.26,0.350392717,5
CPT_100600_measurement_num_0,1874059.97,5817173.42,174.94,0.359514072,5
CPT_95307_measurement_num_0,1874061.96,5819728.83,197.85,0.353457157,5
CPT_172912_measurement_num_0,1874062.52,5816532.54,244.09,0.331549887,5
CPT_100607_measurement_num_0,1874082.44,5817230.08,179.23,0.341146895,5
CPT_92314_measurement_num_0,1874090.53,5821323.75,180.96,0.348751931,5
CPT_121761_measurement_num_0,1874090.79,5823056.07,119.64,0.344582548,5
CPT_100601_measurement_num_0,1874090.99,5817177.95,167.5,0.335786701,5
CPT_173141_measurement_num_0,1874094.64,5816539.69,235.44,0.344324321,5
CPT_173150_measurement_num_0,1874099.16,5816357.9,228.53,0.352276986,5
CPT_173139_measurement_num_0,1874103.91,5816615.69,178.38,0.346649836,5
CPT_100602_measurement_num_0,1874106.67,5817207.06,175.43,0.344857421,5
CPT_172908_measurement_num_0,1874107.64,5816723.11,182.49,0.346453347,5
CPT_95309_measurement_num_0,1874110.78,5819763.87,187.6,0.353731639,5
CPT_92313_measurement_num_0,1874113.96,5821340.1,185.4,0.334358518,5
CPT_100603_measurement_num_0,1874120.62,5817228.81,224.57,0.361859388,5
CPT_157491_measurement_num_0,1874132.06,5812875.26,206.45,0.361450677,5
CPT_172911_measurement_num_0,1874140.3,5816859.66,202.91,0.337626786,5
CPT_157489_measurement_num_0,1874156.83,5812895.99,195.39,0.330432854,5
CPT_173137_measurement_num_0,1874156.85,5816355.23,248.68,0.336631683,5
CPT_173142_measurement_num_0,1874162.04,5816514.62,247.18,0.342750271,5
CPT_224878_measurement_num_0,1874164,5816106,276.45,0.335044379,5
CPT_100604_measurement_num_0,1874167.56,5817225.4,221.24,0.341790108,5
CPT_140055_measurement_num_0,1874170.03,5818523.2,186.24,0.348772212,5
CPT_140054_measurement_num_0,1874178.2,5818530.03,194.55,0.346742325,5
CPT_224881_measurement_num_0,1874186,5816089,210.69,0.339974823,5
CPT_173136_measurement_num_0,1874186.06,5816661.1,208.42,0.338911458,5
CPT_173135_measurement_num_0,1874198.28,5816532.21,180.6,0.344594264,5
CPT_185821_measurement_num_0,1874199.65,5818587.52,204.94,0.348229833,5
CPT_100606_measurement_num_0,1874200.84,5817165.03,182.3,0.342752291,5
CPT_100605_measurement_num_0,1874205.07,5817203.78,215.19,0.338208765,5
CPT_172838_measurement_num_0,1874210.91,5822909.99,210.23,0.339017897,5
CPT_178652_measurement_num_0,1874212.78,5819035.32,169.54,0.344604745,5
CPT_173138_measurement_num_0,1874215.62,5816635.28,198.81,0.347456161,5
CPT_173152_measurement_num_0,1874221.62,5816571.29,168.9,0.331074955,5
CPT_178657_measurement_num_0,1874224.13,5819049.06,212.98,0.345365693,5
CPT_173133_measurement_num_0,1874235.41,5816682.69,215.37,0.352578662,5
CPT_178655_measurement_num_0,1874235.77,5819060.4,225.41,0.351363161,5
CPT_92318_measurement_num_0,1874238.35,5821517.01,154.28,0.343387959,5
CPT_172835_measurement_num_0,1874241.05,5822634.96,213.17,0.354865755,5
CPT_173134_measurement_num_0,1874256.66,5816603.72,208.59,0.325479783,5
CPT_185087_measurement_num_0,1874284.22,5817562.29,202.34,0.342112366,5
CPT_173132_measurement_num_0,1874294.15,5816659.02,237.78,0.338977873,5
CPT_92317_measurement_num_0,1874297.51,5821289.55,163.69,0.348432971,5
CPT_178811_measurement_num_0,1874299,5815478,227.89,0.348796747,5
CPT_92315_measurement_num_0,1874310.28,5821350.45,191.72,0.348486975,5
CPT_92316_measurement_num_0,1874310.4,5821337.43,179.31,0.350730779,5
