Station,easting,northing,vs30,uncertainty,q
CPT_26740_measurement_num_0,1570695.59,5180264.13,144.23,0.120596717,5
CPT_46957_measurement_num_0,1570696,5178433,160.26,0.115475356,5
CPT_187642_measurement_num_0,1570697.83,5178786.15,145.93,0.125456763,5
CPT_55820_measurement_num_0,1570698.91,5179977.22,109.99,0.112212028,5
CPT_168407_measurement_num_0,1570699,5180505,206.06,0.117321786,5
CPT_88419_measurement_num_0,1570701.93,5181763.69,150.88,0.119718819,5
CPT_62175_measurement_num_0,1570702,5180899,151.8,0.112208685,5
CPT_178022_measurement_num_0,1570702.84,5181712.68,162.25,0.125358691,5
CPT_162344_measurement_num_0,1570702.86,5188571.82,140.31,0.119029456,5
CPT_5364_measurement_num_0,1570703.17,5179174.5,120.08,0.114590544,5
CPT_55840_measurement_num_0,1570704.15,5179939.07,167.22,0.117811895,5
CPT_48063_measurement_num_0,1570704.49,5179073.79,160.11,0.144729895,5
CPT_87676_measurement_num_0,1570705,5180202,152.79,0.112772728,5
CPT_20050_measurement_num_0,1570705.53,5181942.49,179.33,0.12403626,5
CPT_91732_measurement_num_0,1570705.55,5181123.8,143.58,0.121302057,5
CPT_49064_measurement_num_0,1570706,5180532,169.75,0.128345133,5
CPT_102402_measurement_num_0,1570706.17,5186466.1,147,0.132578305,5
CPT_27661_measurement_num_0,1570707.45,5180431.4,161.85,0.121039782,5
CPT_27277_measurement_num_0,1570707.49,5180449.37,167.69,0.12591168,5
CPT_88415_measurement_num_0,1570708.64,5181781.09,165.52,0.124815812,5
CPT_103648_measurement_num_0,1570708.87,5180051.26,182.89,0.11997112,5
CPT_35537_measurement_num_0,1570710,5187650,127,0.120054091,5
CPT_55073_measurement_num_0,1570710.81,5177137.24,128.66,0.144115601,5
CPT_19231_measurement_num_0,1570711.11,5176768.69,123,0.117222857,5
CPT_26739_measurement_num_0,1570712.58,5180254.14,150.04,0.118902184,5
CPT_55397_measurement_num_0,1570713.11,5180333.03,228.54,0.109633745,5
CPT_115868_measurement_num_0,1570713.32,5176408.69,130.72,0.152329453,5
CPT_46962_measurement_num_0,1570714,5178354,161.59,0.117640345,5
CPT_50134_measurement_num_0,1570714.38,5178934.9,154.56,0.120355329,5
CPT_91730_measurement_num_0,1570714.55,5181150.79,143.52,0.122756989,5
CPT_50133_measurement_num_0,1570714.75,5178907.69,140.15,0.120113334,5
CPT_55821_measurement_num_0,1570714.93,5179960.3,125.36,0.114823099,5
CPT_118160_measurement_num_0,1570715.11,5176208.06,141.72,0.127586335,5
CPT_48015_measurement_num_1,1570715.44,5179824.28,193.86,0.104676896,5
SCPT_57355_measurement_num_0,1570716.27,5178347.09,155.79,0.120673566,5
CPT_162343_measurement_num_0,1570716.75,5188682.53,140.31,0.119325973,5
CPT_13760_measurement_num_0,1570717.34,5180074.28,169.86,0.117070086,5
CPT_47011_measurement_num_0,1570718,5178405,162.59,0.122937188,5
CPT_9748_measurement_num_0,1570720,5182302.63,175.97,0.111255123,5
CPT_76008_measurement_num_0,1570721.63,5186470.65,107.67,0.128922291,5
CPT_87677_measurement_num_0,1570722,5180209,163.71,0.117470424,5
CPT_56688_measurement_num_0,1570724.19,5180856.63,145.61,0.110679721,5
CPT_54064_measurement_num_0,1570724.79,5185792.08,140.01,0.120614633,5
CPT_54061_measurement_num_0,1570725.63,5179969.15,174,0.108450679,5
CPT_88433_measurement_num_0,1570726.53,5181639.6,158.55,0.116001302,5
CPT_55440_measurement_num_0,1570726.6,5182503.51,169.42,0.121184597,5
CPT_47010_measurement_num_0,1570727,5178379,162.26,0.120915436,5
CPT_195913_measurement_num_0,1570728,5182338,176.04,0.113202089,5
CPT_13763_measurement_num_0,1570728.57,5181207.15,123.54,0.118768383,5
CPT_88581_measurement_num_0,1570729.04,5178448.96,152.12,0.122734236,5
CPT_50136_measurement_num_0,1570729.59,5178913.53,135.67,0.123705291,5
CPT_46960_measurement_num_0,1570730,5178425,158.69,0.11196482,5
CPT_88413_measurement_num_0,1570730.28,5181772.57,182.1,0.118440384,5
CPT_88420_measurement_num_0,1570730.49,5181765.43,167.77,0.12719333,5
CPT_1035_measurement_num_0,1570731.77,5178612.98,127.46,0.120983602,5
CPT_103650_measurement_num_0,1570732.86,5180054.25,176.21,0.125283919,5
CPT_31036_measurement_num_0,1570733,5181882,174.98,0.121797981,5
CPT_5368_measurement_num_0,1570733.81,5179149.31,121.56,0.119960978,5
CPT_47995_measurement_num_0,1570734.53,5181444.68,146.01,0.122798075,5
CPT_102500_measurement_num_0,1570735.14,5184878.11,137.53,0.121351426,5
CPT_27278_measurement_num_0,1570735.27,5180408.39,153.26,0.118060904,5
CPT_10351_measurement_num_0,1570736,5175651,148.39,0.114722012,5
SCPT_48556_measurement_num_0,1570736,5180095,216.38,0.111027433,5
CPT_213333_measurement_num_0,1570737,5181609.23,135.18,0.129427659,5
CPT_118159_measurement_num_0,1570737.1,5176178.3,155.67,0.123718088,5
CPT_47993_measurement_num_0,1570737.53,5181456.67,106.88,0.111979753,5
CPT_29653_measurement_num_0,1570737.58,5179855.99,181.38,0.124113391,5
CPT_93162_measurement_num_0,1570737.83,5183856.58,155.15,0.119469019,5
CPT_125454_measurement_num_0,1570738,5181446,154.9,0.12115592,5
SCPT_48557_measurement_num_0,1570738,5180080,177.21,0.113201675,5
CPT_29652_measurement_num_0,1570738.48,5179811.81,189.5,0.120405135,5
CPT_88434_measurement_num_0,1570739.53,5181635.6,151.05,0.115466856,5
CPT_48062_measurement_num_0,1570739.76,5179062.28,146.11,0.129004275,5
CPT_87678_measurement_num_0,1570740,5180215,146.07,0.118488594,5
CPT_56066_measurement_num_0,1570740.35,5180311.35,158.7,0.121313183,5
CPT_26738_measurement_num_0,1570741.57,5180252.14,152.98,0.120990394,5
CPT_50137_measurement_num_0,1570742.39,5178923.47,154.42,0.122706625,5
CPT_105126_measurement_num_0,1570743.76,5178887.6,138.76,0.131074476,5
CPT_54062_measurement_num_0,1570743.94,5179978.22,174,0.111069036,5
CPT_104684_measurement_num_0,1570743.98,5178669.48,132.43,0.127682377,5
CPT_104107_measurement_num_0,1570747.82,5182476.22,146.94,0.130083297,5
CPT_28963_measurement_num_0,1570750.98,5188719.02,127.25,0.115716839,5
CPT_10349_measurement_num_0,1570751,5175632,153.73,0.121336043,5
CPT_100737_measurement_num_0,1570751,5186761,178.53,0.125384168,5
CPT_31661_measurement_num_0,1570751.24,5180789.11,152.31,0.118015191,5
CPT_50138_measurement_num_0,1570751.67,5178906.63,148.66,0.122622819,5
CPT_195912_measurement_num_0,1570752,5182337,149,0.125394187,5
CPT_47008_measurement_num_0,1570754,5178355,160.6,0.119546184,5
CPT_5256_measurement_num_0,1570755.5,5181699.04,149.7,0.115832738,5
CPT_31662_measurement_num_0,1570757.6,5180792.91,152.82,0.119199767,5
CPT_32726_measurement_num_0,1570758.28,5180890.03,133.5,0.118361818,5
CPT_88582_measurement_num_0,1570758.31,5178449.14,157.4,0.11812783,5
CPT_47009_measurement_num_0,1570760,5178396,163.67,0.120482675,5
CPT_116909_measurement_num_0,1570760.01,5178969.23,147.1,0.117235911,5
CPT_37488_measurement_num_0,1570760.26,5182002.49,171.91,0.127121184,5
CPT_55806_measurement_num_0,1570760.37,5179627.56,185.14,0.110081508,5
CPT_116042_measurement_num_0,1570760.51,5187175.89,124.99,0.125645982,5
CPT_60003_measurement_num_0,1570761,5179887,101.52,0.109495275,5
CPT_8817_measurement_num_0,1570761.33,5181107.34,152,0.116905913,5
CPT_118155_measurement_num_0,1570761.94,5176162.93,153.57,0.128498374,5
CPT_6774_measurement_num_0,1570762.41,5181564.72,144.35,0.123841382,5
CPT_105127_measurement_num_0,1570763.34,5178880.47,141.12,0.126408822,5
CPT_55386_measurement_num_0,1570763.61,5180370.35,206.84,0.105888863,5
CPT_4630_measurement_num_0,1570763.63,5181549.63,140.81,0.128375896,5
CPT_27267_measurement_num_0,1570765.54,5180471.94,147.48,0.12155239,5
CPT_56065_measurement_num_0,1570766.95,5180345.56,154.83,0.11983024,5
CPT_48061_measurement_num_0,1570768,5179070.85,134.16,0.126564797,5
CPT_46952_measurement_num_0,1570769,5179477,166.6,0.123334793,5
CPT_46954_measurement_num_0,1570771,5179411,181.37,0.128489244,5
CPT_87768_measurement_num_0,1570771.61,5181734.97,162.25,0.128958503,5
CPT_62471_measurement_num_0,1570771.84,5184382.45,136.6,0.120673112,5
CPT_168409_measurement_num_0,1570772,5180436,190.48,0.119637095,5
CPT_11107_measurement_num_0,1570772.87,5181537.89,149.16,0.119079326,5
CPT_106025_measurement_num_0,1570781.16,5180544.13,111.26,0.104075298,5
CPT_37493_measurement_num_0,1570782.19,5182016.46,179.92,0.116270139,5
CPT_143999_measurement_num_0,1570785.51,5190536.09,133.72,0.119636765,5
CPT_62470_measurement_num_0,1570786.13,5184505.3,147.08,0.116612261,5
CPT_12170_measurement_num_0,1570788,5181225,145.23,0.120853627,5
CPT_12168_measurement_num_0,1570788,5181251,146.15,0.121676299,5
CPT_102401_measurement_num_0,1570788,5186475,172.11,0.12346266,5
CPT_25292_measurement_num_0,1570788.03,5180820.81,148.15,0.128169219,5
CPT_12171_measurement_num_0,1570789,5181196,141.67,0.122411978,5
CPT_199648_measurement_num_0,1570790,5178243,143.96,0.121918896,5
CPT_34144_measurement_num_0,1570790,5181222,145.23,0.122508612,5
CPT_18987_measurement_num_0,1570790.23,5181767.05,228.23,0.107875491,5
CPT_19621_measurement_num_0,1570790.37,5176801.98,79.18,0.116912849,5
CPT_34145_measurement_num_0,1570791,5181193,141.67,0.119942569,5
CPT_34143_measurement_num_0,1570791,5181250,146.15,0.121532789,5
CPT_192812_measurement_num_0,1570791.86,5180073.85,159.18,0.115734436,5
CPT_192811_measurement_num_0,1570792.57,5180051.33,175.2,0.121839067,5
CPT_38677_measurement_num_0,1570792.95,5183175.38,162.83,0.120777264,5
CPT_102508_measurement_num_0,1570793,5186666,179.29,0.133383801,5
CPT_2062_measurement_num_0,1570793.48,5183175.16,162.83,0.115764734,5
CPT_168408_measurement_num_0,1570794,5180426,193.74,0.114586227,5
CPT_28692_measurement_num_0,1570795.01,5180795.52,145.36,0.123144034,5
CPT_23697_measurement_num_0,1570795.21,5178421.65,146.48,0.115274443,5
CPT_23696_measurement_num_0,1570796.01,5178403.46,146.11,0.118252976,5
CPT_93980_measurement_num_0,1570796.24,5177618.93,132.78,0.130241982,5
CPT_28690_measurement_num_0,1570797.26,5180779.09,151.78,0.11424491,5
CPT_6590_measurement_num_0,1570798.8,5182845.41,183.53,0.109458378,5
CPT_47360_measurement_num_0,1570799.64,5177531.2,134.03,0.128152443,5
CPT_87767_measurement_num_0,1570800.22,5181735.25,172.13,0.12282838,5
CPT_55804_measurement_num_0,1570801.17,5179628.07,236.69,0.110582714,5
CPT_118154_measurement_num_0,1570802.02,5176150.88,139.53,0.128929222,5
CPT_55803_measurement_num_0,1570802.2,5179643.78,176.32,0.11469408,5
CPT_46953_measurement_num_0,1570803,5179413,188.17,0.12518889,5
CPT_27238_measurement_num_0,1570804.31,5180515.5,156.18,0.126068301,5
CPT_46955_measurement_num_0,1570806,5179366,181.55,0.126095131,5
CPT_46956_measurement_num_0,1570809,5179348,176.05,0.119271894,5
CPT_106023_measurement_num_0,1570810.22,5180680.75,143.65,0.11682601,5
CPT_9557_measurement_num_0,1570810.45,5180092.3,140.11,0.121562742,5
CPT_29882_measurement_num_0,1570810.75,5183536.45,134.26,0.126431469,5
CPT_102496_measurement_num_0,1570810.78,5184770.62,146.62,0.117469952,5
CPT_103444_measurement_num_0,1570811.36,5178667.89,151.58,0.118635538,5
CPT_25046_measurement_num_0,1570811.6,5178648.76,150.19,0.127834194,5
CPT_25043_measurement_num_0,1570811.6,5178658.76,152.17,0.122025647,5
CPT_114536_measurement_num_0,1570811.86,5180607.48,173.06,0.119872568,5
CPT_55063_measurement_num_0,1570812.86,5183001.98,189.46,0.129878729,5
CPT_115686_measurement_num_0,1570813.05,5182578.01,170.6,0.122309232,5
CPT_199347_measurement_num_0,1570813.33,5181482.01,152.12,0.118552157,5
CPT_23177_measurement_num_0,1570814.45,5183746.15,153.97,0.120331281,5
CPT_123490_measurement_num_0,1570814.9,5180043.53,162.57,0.111801521,5
CPT_102528_measurement_num_0,1570815,5186906,122.1,0.135226795,5
CPT_196602_measurement_num_0,1570815.41,5181446.93,161.03,0.119503815,5
CPT_112294_measurement_num_0,1570818.2,5176917.08,126.41,0.134498292,5
CPT_112295_measurement_num_0,1570818.97,5176888.32,115.81,0.126770181,5
CPT_103446_measurement_num_0,1570818.98,5178774.54,150.67,0.120167285,5
CPT_103441_measurement_num_0,1570821.04,5178672.37,150.83,0.117856746,5
CPT_148159_measurement_num_0,1570823.44,5177613.26,117.72,0.121458337,5
CPT_23698_measurement_num_0,1570825.1,5178407.56,146.62,0.118164997,5
CPT_55062_measurement_num_0,1570825.88,5183012.5,161.52,0.128598017,5
CPT_8787_measurement_num_0,1570825.93,5181118.73,152.03,0.115445284,5
CPT_35477_measurement_num_0,1570827,5178959,137.73,0.11467206,5
CPT_35474_measurement_num_0,1570827,5178977,140.66,0.119577905,5
CPT_1036_measurement_num_0,1570827.07,5178581.83,119.25,0.120981629,5
CPT_1042_measurement_num_0,1570827.08,5178342.44,111.55,0.126166584,5
CPT_114537_measurement_num_0,1570827.24,5180590.31,189.09,0.120552405,5
CPT_114535_measurement_num_0,1570827.39,5180606.44,179.94,0.120315959,5
CPT_35478_measurement_num_0,1570828,5178944,140.95,0.118414233,5
CPT_59104_measurement_num_0,1570829,5179381,165.04,0.117629703,5
CPT_37940_measurement_num_0,1570829.03,5181838.97,163.26,0.118630231,5
CPT_50811_measurement_num_0,1570829.54,5180844.38,151.55,0.121572434,5
CPT_46318_measurement_num_0,1570830.1,5181069.55,164.47,0.117537419,5
CPT_40390_measurement_num_0,1570830.65,5177029.39,130.38,0.128731959,5
CPT_108015_measurement_num_0,1570830.87,5180576.22,135.82,0.124829823,5
CPT_29883_measurement_num_0,1570831.8,5183549.31,138.87,0.128996071,5
CPT_56221_measurement_num_0,1570833,5180837,141.6,0.114227502,5
CPT_49031_measurement_num_0,1570833,5181074,164.47,0.114577815,5
CPT_56219_measurement_num_0,1570835,5180859,142.48,0.115773892,5
CPT_35569_measurement_num_0,1570836.04,5181304.02,159.2,0.118094756,5
CPT_90641_measurement_num_0,1570838,5175847,121.83,0.122547784,5
CPT_50812_measurement_num_0,1570838.77,5180842.06,141.6,0.117128765,5
CPT_35571_measurement_num_0,1570839.2,5181338.02,135.86,0.121687335,5
CPT_100740_measurement_num_0,1570840,5186951,121.73,0.131798853,5
CPT_56220_measurement_num_0,1570841,5180835,151.55,0.11842607,5
CPT_38821_measurement_num_0,1570842.26,5182945.52,169.2,0.117791302,5
CPT_44206_measurement_num_0,1570844.5,5177603.28,130.72,0.129217935,5
CPT_175799_measurement_num_0,1570845.07,5180020.97,184.88,0.110085266,5
CPT_196604_measurement_num_0,1570845.4,5181454.24,144.75,0.123095375,5
CPT_17835_measurement_num_0,1570847.51,5180689.37,164.63,0.120899475,5
CPT_108013_measurement_num_0,1570848.2,5180535.76,179.05,0.123032252,5
CPT_126034_measurement_num_0,1570848.75,5178481.32,154.86,0.118727332,5
CPT_46316_measurement_num_0,1570848.98,5181077.96,166.64,0.11814888,5
CPT_49030_measurement_num_0,1570850,5181076,166.64,0.117618286,5
CPT_75830_measurement_num_0,1570851.5,5181165.9,162.94,0.121917886,5
CPT_32682_measurement_num_0,1570853.34,5176374.19,148.77,0.123102054,5
CPT_17834_measurement_num_0,1570854.11,5180681.38,169.66,0.117814515,5
CPT_102498_measurement_num_0,1570855.14,5184805.88,145.28,0.116363297,5
CPT_43850_measurement_num_0,1570856.57,5177557.13,115.41,0.126957677,5
CPT_199349_measurement_num_0,1570859.17,5181468.54,145.77,0.120449284,5
CPT_75831_measurement_num_0,1570861,5181174.22,160.46,0.116047289,5
CPT_27628_measurement_num_0,1570862.42,5175541.28,128.2,0.108750131,5
CPT_75832_measurement_num_0,1570862.44,5181137.37,145.37,0.112535785,5
CPT_126371_measurement_num_0,1570863,5185574,139.49,0.116953642,5
CPT_436_measurement_num_0,1570866.45,5180171.98,138.94,0.115536582,5
CPT_11097_measurement_num_0,1570868.46,5182342.34,115.36,0.123595022,5
CPT_128489_measurement_num_0,1570868.65,5183618.29,168.54,0.115205916,5
CPT_152911_measurement_num_0,1570869.44,5185347.52,148.48,0.124725538,5
CPT_32742_measurement_num_0,1570869.91,5180518.8,171.17,0.11414236,5
CPT_135835_measurement_num_0,1570871,5179869,186.52,0.123907053,5
CPT_103436_measurement_num_0,1570871.33,5178624.83,152.1,0.120469017,5
CPT_115989_measurement_num_0,1570873.65,5180103.17,120.09,0.120856315,5
CPT_115991_measurement_num_0,1570873.84,5180076.63,152.01,0.117530007,5
CPT_103437_measurement_num_0,1570874.27,5178692.59,151.07,0.120422907,5
CPT_134695_measurement_num_0,1570875.86,5178341.77,164.33,0.131910553,5
CPT_23097_measurement_num_0,1570877.01,5179346.2,161.2,0.114662551,5
CPT_103439_measurement_num_0,1570878.92,5178737.04,151.22,0.118892908,5
CPT_470_measurement_num_0,1570879.39,5179568.36,136.24,0.115824855,5
CPT_100739_measurement_num_0,1570882,5187026,108.91,0.136490514,5
CPT_27674_measurement_num_0,1570883.31,5180940.36,147.48,0.118485996,5
CPT_44164_measurement_num_0,1570883.43,5182397.51,164.27,0.120056426,5
CPT_23365_measurement_num_0,1570883.57,5178494.82,149.23,0.1197053,5
CPT_44163_measurement_num_0,1570883.62,5182428.27,167.8,0.118390392,5
CPT_376_measurement_num_0,1570883.77,5181237.37,128.33,0.127794646,5
CPT_27677_measurement_num_0,1570883.98,5180909.29,148.58,0.11574429,5
CPT_388_measurement_num_0,1570884.19,5181087.42,144.82,0.116169057,5
CPT_32684_measurement_num_0,1570884.89,5176380.58,121.71,0.133004091,5
CPT_103435_measurement_num_0,1570889,5178648.23,152.02,0.118569542,5
CPT_21729_measurement_num_0,1570889.16,5178845.99,136.4,0.119029445,5
CPT_88470_measurement_num_0,1570889.19,5181939.59,179.97,0.122578301,5
CPT_21731_measurement_num_0,1570889.76,5178814.5,143.93,0.12119514,5
CPT_9752_measurement_num_0,1570890.88,5182576.21,189.46,0.109531336,5
CPT_29687_measurement_num_0,1570890.9,5180858.24,148.17,0.127633078,5
CPT_100724_measurement_num_0,1570891,5186852,144.12,0.125823157,5
CPT_49225_measurement_num_0,1570891,5181683,169.71,0.123520778,5
CPT_27209_measurement_num_0,1570891.96,5180820.04,154.81,0.125642057,5
CPT_27704_measurement_num_0,1570894.74,5182342.36,156.29,0.125847209,5
CPT_55912_measurement_num_0,1570896.86,5181041.81,163.26,0.120236848,5
CPT_39883_measurement_num_0,1570897,5177576,149.42,0.129356766,5
CPT_447_measurement_num_0,1570897.13,5180029.35,147.46,0.114631169,5
CPT_105783_measurement_num_0,1570898.97,5179426.03,154.69,0.117391582,5
CPT_50869_measurement_num_0,1570899.62,5176273.78,123.64,0.128645353,5
CPT_88471_measurement_num_0,1570899.72,5181939.33,183.2,0.114724869,5
CPT_32770_measurement_num_0,1570899.88,5180455.54,197.77,0.108463775,5
CPT_30096_measurement_num_0,1570900.83,5179538.62,165.36,0.130967865,5
CPT_104990_measurement_num_0,1570902,5179103,138.65,0.119471612,5
CPT_32744_measurement_num_0,1570903.13,5180470.93,204.7,0.12270374,5
CPT_170599_measurement_num_0,1570903.71,5180209.98,169.03,0.118452584,5
CPT_497_measurement_num_0,1570904.27,5179138.99,122.34,0.11673356,5
CPT_8803_measurement_num_0,1570905.9,5179373.2,149.06,0.11493586,5
CPT_8794_measurement_num_0,1570905.9,5179373.2,149.06,0.117472552,5
CPT_105794_measurement_num_0,1570906.99,5179439.84,180.13,0.124666803,5
CPT_88472_measurement_num_0,1570907.41,5181949.4,184.35,0.120667018,5
CPT_128491_measurement_num_0,1570907.82,5183650.52,155.65,0.114320591,5
CPT_18833_measurement_num_0,1570907.96,5182595.63,181.68,0.112459868,5
CPT_409_measurement_num_0,1570908.85,5180654.25,127.53,0.118763063,5
CPT_170600_measurement_num_0,1570910.21,5180184.35,165.77,0.114234092,5
CPT_54168_measurement_num_0,1570910.49,5176261.95,121.81,0.127459353,5
CPT_422_measurement_num_0,1570910.55,5180410.1,139.22,0.114470911,5
CPT_50870_measurement_num_0,1570911.32,5176273.83,125.88,0.126632378,5
CPT_170598_measurement_num_0,1570911.61,5180233.56,167.2,0.126720957,5
CPT_14218_measurement_num_0,1570911.9,5181678.94,159.25,0.107084897,5
CPT_481_measurement_num_0,1570912.96,5179290.66,124.89,0.116329124,5
CPT_125450_measurement_num_0,1570914.46,5181679.59,157.55,0.123719247,5
CPT_105779_measurement_num_0,1570915.92,5179429.1,167.62,0.114611478,5
CPT_170544_measurement_num_0,1570916.21,5180085.2,177.4,0.116430219,5
CPT_99259_measurement_num_0,1570916.72,5175436.13,153.11,0.121507652,5
CPT_170586_measurement_num_0,1570917.52,5179838.65,185.42,0.121234881,5
CPT_170548_measurement_num_0,1570917.64,5180110.2,172.26,0.111001836,5
CPT_170553_measurement_num_0,1570917.82,5180142.3,175.01,0.114961031,5
CPT_93201_measurement_num_0,1570918.3,5179209.46,156.96,0.125741393,5
CPT_99258_measurement_num_0,1570918.88,5175440.7,148.29,0.120360485,5
CPT_170539_measurement_num_0,1570918.92,5180057.23,172.9,0.115230136,5
CPT_37634_measurement_num_0,1570919,5180818,178.8,0.121385977,5
CPT_105385_measurement_num_0,1570920.72,5181867.24,159.78,0.130244367,5
CPT_177645_measurement_num_0,1570921.25,5180004.92,167.19,0.119767223,5
CPT_125451_measurement_num_0,1570921.45,5181680.59,157.3,0.117025042,5
CPT_102441_measurement_num_0,1570924,5181867,159.78,0.130422216,5
CPT_88473_measurement_num_0,1570924.12,5181940.48,185.76,0.124440569,5
CPT_103187_measurement_num_0,1570925.08,5179720.46,168.49,0.133882424,5
CPT_87856_measurement_num_0,1570926.79,5179724.48,195.66,0.122054667,5
CPT_88301_measurement_num_0,1570927.76,5181727.04,171.25,0.124676717,5
CPT_102499_measurement_num_0,1570929.08,5184888.91,147.02,0.116410275,5
CPT_97315_measurement_num_0,1570931.46,5182839.86,158.36,0.123574181,5
CPT_27764_measurement_num_0,1570936.49,5177586.91,135.92,0.132041754,5
CPT_100738_measurement_num_0,1570939,5186953,144.92,0.129513895,5
CPT_105796_measurement_num_0,1570940.89,5179448.32,175.5,0.125320936,5
CPT_182173_measurement_num_0,1570941,5181676,138.79,0.12348266,5
CPT_54354_measurement_num_0,1570941,5181571,157.4,0.113085401,5
CPT_170604_measurement_num_0,1570942.3,5180182.05,170.69,0.110237969,5
CPT_7474_measurement_num_0,1570943,5182279,151.86,0.11689487,5
CPT_170610_measurement_num_0,1570945.09,5180245.37,171.29,0.119365336,5
CPT_38109_measurement_num_0,1570945.24,5180814.38,180.52,0.121521537,5
CPT_48675_measurement_num_0,1570947.25,5183285.82,139.97,0.119464292,5
CPT_108011_measurement_num_0,1570947.41,5179657.03,163.34,0.137934282,5
CPT_29066_measurement_num_0,1570947.66,5183004.17,164.21,0.116876282,5
CPT_170559_measurement_num_0,1570948.67,5180109,172.43,0.115001009,5
CPT_88252_measurement_num_0,1570949.39,5183635.84,150.24,0.118677721,5
CPT_104985_measurement_num_0,1570950,5179143,144.9,0.118621214,5
CPT_47943_measurement_num_0,1570950,5179285,150.57,0.118246533,5
CPT_47942_measurement_num_0,1570950,5179258,154.83,0.11869439,5
CPT_11590_measurement_num_0,1570950.2,5178483.4,140.1,0.117829625,5
CPT_126084_measurement_num_0,1570950.48,5181362.71,151.96,0.119876098,5
CPT_11081_measurement_num_0,1570951,5178472,154.37,0.120986587,5
CPT_11077_measurement_num_0,1570951,5178472,154.37,0.121548797,5
CPT_170565_measurement_num_0,1570951.29,5180083.02,189.71,0.115251127,5
CPT_86879_measurement_num_0,1570951.67,5175451.02,146.1,0.122360342,5
CPT_170570_measurement_num_0,1570951.89,5180056.04,179.77,0.111659864,5
CPT_104992_measurement_num_0,1570953,5179053,145.44,0.124877352,5
CPT_104997_measurement_num_0,1570953,5179091,147.88,0.124170834,5
CPT_11075_measurement_num_0,1570953,5178460,148.57,0.120836694,5
CPT_93200_measurement_num_0,1570953.12,5179211.06,155.36,0.122024003,5
CPT_86880_measurement_num_0,1570954.67,5175454.01,143.82,0.130572304,5
CPT_43910_measurement_num_0,1570955.2,5182271.5,162.28,0.123744149,5
CPT_86882_measurement_num_0,1570955.67,5175436.02,146.51,0.129717698,5
CPT_93208_measurement_num_0,1570956.21,5179242.5,158.6,0.123570948,5
CPT_43888_measurement_num_0,1570956.26,5180844.19,175.33,0.119873326,5
CPT_27762_measurement_num_0,1570956.4,5177616.54,162.27,0.137639476,5
CPT_829_measurement_num_0,1570956.83,5177477.98,135.98,0.128615377,5
CPT_48857_measurement_num_0,1570957.17,5183292.31,148.61,0.119207792,5
CPT_9188_measurement_num_0,1570958.66,5175457.01,149.73,0.1183727,5
CPT_75916_measurement_num_0,1570959.37,5184363.46,159.73,0.120595519,5
CPT_1017_measurement_num_0,1570959.43,5178996.84,131.14,0.120884423,5
CPT_55915_measurement_num_0,1570960.75,5181087.84,185.43,0.122650574,5
CPT_38114_measurement_num_0,1570962.03,5180780.8,181.78,0.123679487,5
CPT_38437_measurement_num_0,1570964.31,5180814.02,170.87,0.126672185,5
CPT_54833_measurement_num_0,1570964.54,5181622.36,163.58,0.119596974,5
CPT_5035_measurement_num_0,1570965.26,5181572.19,153.97,0.122292254,5
CPT_86881_measurement_num_0,1570965.66,5175442.02,140.98,0.123863337,5
CPT_75909_measurement_num_0,1570966.36,5184441.53,150.36,0.116670444,5
CPT_6521_measurement_num_0,1570966.44,5178020.14,139.13,0.123779718,5
CPT_9608_measurement_num_0,1570966.6,5180591.9,172.87,0.124338764,5
CPT_48858_measurement_num_0,1570967.84,5183292.13,148.04,0.118904635,5
CPT_28567_measurement_num_0,1570968.6,5177595.71,138.96,0.129090731,5
CPT_200102_measurement_num_0,1570968.92,5179810.73,194.07,0.124114887,5
CPT_100721_measurement_num_0,1570969,5186817,159.56,0.128289524,5
CPT_54832_measurement_num_0,1570969.51,5181612.83,158.79,0.120609475,5
CPT_10217_measurement_num_0,1570970,5181372,150.08,0.113295975,5
CPT_12379_measurement_num_0,1570970.16,5175493.8,111.5,0.121106668,5
CPT_30379_measurement_num_0,1570970.93,5180311.28,131.13,0.125732422,5
CPT_126082_measurement_num_0,1570972.43,5181358.06,149.22,0.121477915,5
CPT_93207_measurement_num_0,1570973.16,5179247.57,152.04,0.117672476,5
CPT_14206_measurement_num_0,1570973.54,5182247.54,161.06,0.115246166,5
CPT_28565_measurement_num_0,1570974.22,5177603.18,150.82,0.129031872,5
CPT_21945_measurement_num_0,1570974.95,5175528.09,108,0.124639826,5
CPT_5266_measurement_num_0,1570975.2,5181572.56,152.21,0.121406214,5
CPT_123118_measurement_num_0,1570975.6,5179720.53,190.05,0.130545475,5
CPT_122868_measurement_num_0,1570975.6,5179720.53,190.05,0.129109737,5
CPT_182172_measurement_num_0,1570976,5181677,145.77,0.129613719,5
CPT_104998_measurement_num_0,1570977,5179113,123.98,0.114223162,5
CPT_61966_measurement_num_0,1570977.03,5176548.28,124.52,0.123645893,5
CPT_197957_measurement_num_0,1570978.08,5184029.61,166.64,0.122401937,5
CPT_44723_measurement_num_0,1570980.07,5182349.28,165.5,0.118898937,5
CPT_102569_measurement_num_0,1570980.24,5186998.48,143.86,0.124519903,5
CPT_47944_measurement_num_0,1570981,5179289,155.97,0.126707823,5
CPT_28562_measurement_num_0,1570981.04,5177596.43,150.05,0.121608243,5
CPT_100706_measurement_num_0,1570981.6,5186851,148.34,0.128257978,5
